statement,label
Super Rich Kids: The song was produced by Malay and features guest vocals from American singer-songwriter Justin Vernon.,1
"Super Rich Kids: The song was written by Ocean and Vernon, and was originally titled ""Super Rich Kids"".",1
"Super Rich Kids: The song was later re-titled ""Super Rich Kids"" and was released as the fifth single from Ocean's debut studio album, Channel Orange.",1
"Bricker Amendment: The amendments were proposed by Senator Robert A. Bricker of Ohio, and were intended to limit the power of the federal government.",1
Bricker Amendment: The amendments were defeated in the Senate in 1954.,0
Bricker Amendment: The Bricker Amendment was proposed by Senator Robert A. Bricker of Ohio in the 1950s.,0
Bricker Amendment: The amendment was intended to limit the power of the federal government.,0
"Kristen Bell: She is known for her roles as Anna Faris in the comedy film The House Bunny (2005), as Rachel Berry in the teen sitcom series Veronica Mars (2004–2007), as the title character in the comedy film Frozen (2013), and as the voice of Princess Anna in the Disney animated film Frozen II (2019).",1
"Battle of Île Ronde: The battle was fought on the night of 17–18 June 1794, and resulted in a French victory.",1
The Conquest of Belgrade: It was painted in 1859 and is currently in the National Museum of Serbia in Belgrade.,1
The Conquest of Belgrade: The painting is a part of the collection of the National Museum of Serbia.,0
"Cyclone Favio: The storm weakened slightly on September 5, and was downgraded to a tropical storm on September 6.",1
Flu Shot ( 30 Rock ): The episode was written by co-executive producer Robert Carlock and directed by series co-creator and executive producer Jack Burditt.,1
"Flu Shot ( 30 Rock ): The episode features guest appearances by Alec Baldwin, Jane Krakowski, and Jack McBrayer.",1
"Battle of the Bowling Alley: The battle was the first major engagement of the war, and the first major battle of the Korean War.",0
"2000 UEFA Cup Final riots: The riots were sparked by a series of incidents during the match, including a Galatasaray supporter being attacked by Arsenal fans, and a Galatasaray supporter being attacked by Arsenal fans.",0
"2000 UEFA Cup Final riots: The match ended in a 1–1 draw, with Arsenal winning the match on penalties.",1
"2000 UEFA Cup Final riots: The match was held at the Parken Stadium in Copenhagen, Denmark, and was the first UEFA Cup final to be held outside of Europe.",1
Gliese 876 b: It is the first planet discovered around a red dwarf star.,0
Gliese 876 b: It was discovered by the radial velocity method.,0
"Aubrey Gibson: He was the founder of the Gibson Group, a company that manufactured and distributed household appliances.",1
Aubrey Gibson: He was also a major benefactor of the arts in Australia.,0
"Aubrey Gibson: Aubrey Gibson was born in Sydney, New South Wales, the son of Aubrey Gibson, a businessman, and his wife, Mary Gibson.",1
"Aubrey Gibson: He was educated at Sydney Boys High School and the University of Sydney, where he graduated with a Bachelor of Arts in 1923.",1
"Das Bus: It first aired on the Fox network in the United States on November 21, 1995.",1
Das Bus: The episode was written by Al Jean and Mike Reiss and directed by Mark Kirkland.,1
Das Bus: It was the first episode of the season to be broadcast after the departure of showrunner Mike Scully.,1
Das Bus: The Simpsons are preparing for a trip to the Springfield Zoo.,1
"Battle of Khafji: The battle was a major victory for the United States and its allies, and a defeat for Iraq.",0
Battle of Khafji: The battle was the first major ground engagement of the Gulf War.,0
"Alex Rhodes ( footballer ): He is a midfielder who can play in a variety of positions, including as a centre back.",0
"Alex Rhodes ( footballer ): Rhodes began his career with the youth team at Arsenal, but was released in 1999.",1
"Alex Rhodes ( footballer ): He joined Crystal Palace, where he made his first-team debut in 2001.",1
"Alex Rhodes ( footballer ): He spent time on loan at Barnet, and was sold to Barnet permanently in 2003.",1
"Number 1 ( Goldfrapp song ): It was released as the second single from their second studio album, Tales of Us (2009).",1
"Number 1 ( Goldfrapp song ): The song was written by Alison Goldfrapp, Will Gregory, and Will Gregory.",0
Number 1 ( Goldfrapp song ): It was produced by Will Gregory and was released on 7 December 2009.,1
"Number 1 ( Goldfrapp song ): The song was a success in the United Kingdom, where it peaked at number two on the UK Singles Chart.",1
"Cyclone Japhet: The storm developed on March 12, 2003, from a tropical disturbance that moved off the coast of Mozambique.",1
"Cyclone Japhet: The disturbance gradually organized, and on March 14, the Météo-France office in Réunion Island classified the system as Tropical Disturbance 1.",1
Greece in the Eurovision Song Contest 2006: The Eurovision Song Contest 2006 was the thirtieth edition of the annual Eurovision Song Contest.,1
"Greece in the Eurovision Song Contest 2006: It took place in Athens, Greece, following the semi-finals on 25 and 26 May 2006, and the grand final on 29 May 2006.",1
"Greece in the Eurovision Song Contest 2006: The host broadcaster for the 2006 contest was the Hellenic Broadcasting Corporation (ERT), which had hosted the contest in 2004.",1
"Greece in the Eurovision Song Contest 2006: The Greek national final was held on 21 February 2006, and was won by Anna Vissi with her song ""Everything"".",1
"The Secret of the Nagas: The novel was released on September 1, 2012.",1
The Secret of the Nagas: The Secret of the Nagas is the second novel of the Shiva trilogy series by the Indian author Amish Tripathi.,0
"The Secret of the Nagas: The novel was released on September 1, 2012.",1
The Secret of the Nagas: The Secret of the Nagas is the second novel of the Shiva trilogy series by the Indian author Amish Tripathi.,0
"Voltaire P: He was born in New York City, New York, and died in New York City, New York.",1
"Voltaire P: Twombly was born in New York City, New York, on February 21, 1842.",1
Voltaire P: He was the son of John Twombly and Mary Ann (née Paine) Twombly.,1
"El Celler de Can Roca: The restaurant is located in the old town of Girona, in the historic centre of the city.",0
"Sang Penari: The film stars Iqbal Karmila, Rizki Amelia, and Rizki Rachmat.",1
"Sang Penari: The film was released on December 1, 2011.",1
"Sang Penari: Plot

The film is set in the 1950s in the city of Surabaya, East Java.",0
Sang Penari: The story is about a young man named Sang Penari (Iqbal Karmila) who is a dancer in a nightclub.,1
"Who We Are ( Lifehouse album ): It was released on September 9, 2007, by Atlantic Records.",1
"Who We Are ( Lifehouse album ): The album was released in the United States on September 9, 2007, and in the United Kingdom on September 14, 2007.",1
"Who We Are ( Lifehouse album ): The album debuted at number one on the Billboard 200, selling over 200,000 copies in its first week.",1
"One Rincon Hill: It is the tallest building in San Francisco, and the tallest residential building in the United States.",1
"One Rincon Hill: The building is a condominium, and is owned by the One Rincon Hill Association.",1
"Richard von Weizsäcker: He was also a physicist, philosopher, and author.",1
"Richard von Weizsäcker: Weizsäcker was born in Berlin, the son of a Prussian officer.",1
"Richard von Weizsäcker: He studied physics at the University of Berlin, where he was a student of Wolfgang Pauli.",1
Richard von Weizsäcker: He received his doctorate in 1942.,1
"2009 NCAA Division I Men 's Lacrosse Championship: The championship game was held on May 25, 2009 at Gillette Stadium in Foxborough, Massachusetts.",0
2009 NCAA Division I Men 's Lacrosse Championship: The game was broadcast on ESPN2.,0
"2009 NCAA Division I Men 's Lacrosse Championship: The game was played on May 25, 2009 at Gillette Stadium in Foxborough, Massachusetts.",0
"Man on the Moon : The End of Day: The album was produced by Cudi, Kanye West, and No I.D..",0
"Man on the Moon : The End of Day: It was preceded by the singles ""Day N' Nite"", ""Pursuit of Happiness"", and ""A Kid Named Cudi"".",1
"Man on the Moon : The End of Day: The album debuted at number one on the US Billboard 200, selling over 200,000 copies in its first week.",1
"Man on the Moon : The End of Day: It was certified gold by the Recording Industry Association of America (RIAA) on October 21, 2009, and platinum on January 14, 2010.",1
1983 Pacific typhoon season: These dates conventionally delimit the period of each year when most tropical cyclones form in the northwestern Pacific Ocean.,0
"1983 Pacific typhoon season: The scope of this article is limited to the Pacific Ocean, north of the equator and west of the international date line.",0
"1983 Pacific typhoon season: Within the northwestern Pacific Ocean, all of the information for this article is from the JMA.",0
"1983 Pacific typhoon season: The information for this page is from the Wikipedia article, ""1983 Pacific typhoon season"".It is presented here for reference purposes only.",0
"Fort Bayard ( Washington , D: It was named for General Winfield Scott, who had been the commander of the U.S. Army during the Mexican–American War.",1
"Fort Bayard ( Washington , D: The fort was built by the Union Army to protect the city from Confederate attack.",0
Big Thunder Ski Jumping Center: It was built in the early 1970s and was the home of the Canadian Ski Jumping Team.,1
"Pero Me Acuerdo de Ti: It was also a success in the United States, peaking at number two on the Billboard Latin Pop Songs chart.",1
"Pero Me Acuerdo de Ti: The song was also a success in Europe, reaching the top of the charts in Spain, Italy, and Switzerland.",1
Davis v: The Supreme Court of the United States has ruled that the exclusion of all Hispanics from the jury in a capital case violated the defendant's right to a jury selected from a fair cross-section of the community.,1
"Davis v: The case was decided on June 26, 2015.",1
"Either / Or: The book was written in the summer of 1841, and was published in Copenhagen in 1843.",0
"Fuck ( film ): It was nominated for the Academy Award for Best Documentary Feature.
label：0
text: ""the Academy Award for Best Documentary Feature""

The film is about the word ""fuck"" and its use in everyday language.",0
"Norwich Market: The market was established in 1790, when the market house was built.",1
"Southeast Asia Treaty Organization: The treaty was signed by the Philippines, Thailand, Indonesia, Malaysia, Singapore, and Burma.",1
"Southeast Asia Treaty Organization: The treaty was signed by the Philippines, Thailand, Indonesia, Malaysia, Singapore, and Burma.",1
"Southeast Asia Treaty Organization: The treaty was signed by the Philippines, Thailand, Indonesia, Malaysia, Singapore, and Burma.",1
"Southeast Asia Treaty Organization: The treaty was signed by the Philippines, Thailand, Indonesia, Malaysia, Singapore, and Burma.",1
Spotted green pigeon: It was first described by Linnaeus in 1758.,1
"Spotted green pigeon: It is a member of the family Columbidae, the pigeons and doves.",0
Vanilla production in French Polynesia: Vanilla production in French Polynesia is a major industry.,0
"Vanilla production in French Polynesia: The vanilla bean is the main ingredient in vanilla extract, which is used in many food products.",0
"Vanilla production in French Polynesia: The vanilla bean is also used in the production of vanilla ice cream, vanilla liqueur, and other products.",0
Vanilla production in French Polynesia: The vanilla bean is a tropical plant that grows in the tropical regions of the world.,0
Blackadder II: The series was produced by John Lloyd and directed by Richard Boden.,1
"Blackadder II: The series was a critical and commercial success, and won the BAFTA award for Best Comedy Series.",1
"Blackadder II: It was also nominated for the BAFTA award for Best Comedy Performance for Rowan Atkinson.
Contents",1
"Blackadder II: Blackadder II is the second series of the BBC sitcom Blackadder, written by Richard Curtis and Ben Elton, which aired from 9 January 1986 to 20 February 1986.",0
Sekula Drljević: He was the first president of the League of Communists of Montenegro.,1
"Sekula Drljević: Sekula Drljević was born in the village of Drljevići, near the town of Šavnik, in the region of Podgorica, Montenegro.",1
"Sekula Drljević: He was a member of the Young Bosnia movement, and was a member of the Montenegrin Parliament from 1912 to 1918.",1
"Shannon Moore: He is currently signed to WWE, where he performs on the Raw brand under the ring name of Tyler Breeze.",1
"Shannon Moore: He is best known for his time in Total Nonstop Action Wrestling (TNA), where he was a one-time TNA World Heavyweight Champion and a one-time TNA X Division Champion.",1
Shannon Moore: He is also a former TNA World Tag Team Champion with his brother Matt.,1
"Shannon Moore: Shannon Moore is a professional wrestler, better known by his ring name Tyler Breeze.",1
Rhonda Sing: She was a member of the tag team The Fabulous Moolah's stable The Fabulous Four.,1
Rhonda Sing: She was the first woman to win the WWF Women's Championship.,1
"Rhonda Sing: Rhonda Sing was born in Vancouver, British Columbia, Canada.",1
"Blue Gardenia ( album ): The album was produced by James and her son, James ""Jimmy"" Morgan.",1
"Blue Gardenia ( album ): The album was released in 2001, and was James' first album of new material in over a decade.",1
"Blue Gardenia ( album ): The album was released in the United States on September 11, 2001, the day of the attacks on the World Trade Center.",1
"Blue Gardenia ( album ): The album was released in the United States on September 11, 2001, the day of the attacks on the World Trade Center.",1
Cedric Howell: Spike Howell was born in the Sydney suburb of Marrickville on 17 June 1896.,1
"Cedric Howell: He was the son of a wealthy businessman, and was educated at Sydney Grammar School.",1
Ultime grida dalla savana: It was released in 1975.,0
"Ultime grida dalla savana: It is a film about the last days of the savanna, the last days of the wild animals, the last days of the wild men.",1
"Ultime grida dalla savana: The film is a documentary about the last days of the savanna, the last days of the wild animals, the last days of the wild men.",1
Light House : A Trifle: It was published by Simon & Schuster.,1
"Light House : A Trifle: The novel is a satire of the American political system, and the 2000 presidential election.",1
"Light House : A Trifle: It is set in the fictional town of Light House, New Jersey, and is narrated by a fictionalized version of the author, William Monahan.",1
History of Edinburgh Zoo: It is the oldest zoo in the United Kingdom and the oldest zoo in the world to be continuously open.,1
"History of Edinburgh Zoo: The zoo is located in the grounds of the Royal Botanic Garden, on the eastern edge of the city.",1
"History of Edinburgh Zoo: The zoo is home to over 1,000 animals, including over 300 species of mammals, birds, reptiles, amphibians, fish, and invertebrates.",1
June 1941 uprising in eastern Herzegovina: It was also the first major uprising of the Chetniks in the NDH.,1
"June 1941 uprising in eastern Herzegovina: The uprising was triggered by the murder of a Serb man, Mihailo Marković, by the Ustaše on the night of June 5, 1941.",1
Halo : Ghosts of Onyx: It was published in 2007 by Del Rey Books.,1
"Halo : Ghosts of Onyx: The novel begins with the UNSC Infinity, a UNSC supercarrier, being attacked by the Covenant.",0
"Halo : Ghosts of Onyx: The Infinity is able to escape the Covenant ship, but the ship is destroyed by a Covenant cruiser.",1
HMCS Integrity ( 1804 ): She was the first ship to be named after the city of Sydney.,1
"HMCS Integrity ( 1804 ): The ship was built in 1804 at the Royal Dockyard in Portsmouth, England.",1
HMCS Integrity ( 1804 ): She was launched on 21 September 1804 and commissioned on 1 December 1804.,1
HMCS Integrity ( 1804 ): She was the first ship to be named after the city of Sydney.,1
Operation Tungsten: The Tirpitz was the most heavily armed battleship ever built.,1
Molwyn Joseph: He is also a former Minister of Finance and a former Member of Parliament.,1
Molwyn Joseph: Molwyn Joseph is a former Minister of Finance and a former Member of Parliament.,1
Molwyn Joseph: He was the first Antiguan to be elected to the House of Assembly of the Eastern Caribbean States.,1
Molwyn Joseph: He was also the first Antiguan to be elected to the House of Assembly of the Commonwealth of Nations.,1
"1974 – 75 Buffalo Braves season: The Braves were led by head coach Jack Ramsay, who was in his first season with the team.",1
1974 – 75 Buffalo Braves season: The team played its home games at the Buffalo Memorial Auditorium.,0
1974 – 75 Buffalo Braves season: The 1974 – 75 season was the first season for the Buffalo Braves.,1
Cyclone Peter: Peter was the first name to be retired from the Atlantic basin since the name Dennis was retired in the Eastern Pacific basin in 2002.,1
"Shah Rukh Khan: He is the recipient of several awards, including the National Film Award for Best Actor for his performance in the film Dilwale Dulhania Le Jayenge (1995).",1
"Shah Rukh Khan: He is the highest-paid actor in India, with an estimated annual income of US$50 million.",1
"Shah Rukh Khan: He is the highest-paid actor in the world, with an estimated annual income of US$100 million.",1
"Shah Rukh Khan: He is the highest-paid actor in Bollywood, with an estimated annual income of US$100 million.",1
Irving Kane Pond: He was the first president of the American Institute of Architects.,1
"Irving Kane Pond: Irving Kane Pond was born in New York City on May 1, 1857.",1
"Irving Kane Pond: He was the son of a wealthy New York City merchant, and was educated at the Lawrenceville School in New Jersey and at Princeton University.",1
"Irving Kane Pond: He was a member of the Princeton University football team, and was captain of the team in 1877.",1
"Glorious Revolution in Scotland: The events began with the death of King Charles II of England in 1685, and the accession of his brother, King James II of England, to the English throne.",0
"Hurricane Dean ( 1989 ): It formed on August 30, and peaked as a Category 4 hurricane on the Saffir-Simpson Hurricane Scale.",1
"Hurricane Dean ( 1989 ): The storm made landfall in the Bahamas on September 1, and dissipated on September 3.",1
Robert Cade: He was the first person to develop a successful method of treating HIV/AIDS.,1
"Robert Cade: Cade was born in New York City, the son of a physician.",1
"Robert Cade: He attended the University of Pennsylvania, where he received his B.S.in chemistry in 1948 and his M.D.in 1951.",1
Robert Cade: He completed his residency in internal medicine at the University of Pennsylvania in 1954.,1
Mitch Daniels: He was the Republican nominee for the U.S.,0
"Statue of James II , Trafalgar Square: It was designed by Sir Edwin Landseer and cast by William Goscombe John.
It was unveiled on 26 July 1857.",1
"Statue of James II , Trafalgar Square: The statue was commissioned by the National Gallery in 1857, and was cast by William Goscombe John.",1
"Statue of James II , Trafalgar Square: It was originally intended to be placed in the Royal Exchange, but was moved to Trafalgar Square in 1858.",1
"Tropical Storm Harvey ( 1999 ): The storm was the first named storm of the season, and the first tropical cyclone to make landfall in the United States since Hurricane Bob in 1991.",1
"Louise Glover: She is best known for her appearances in the music videos for the songs ""I'm Not Alone"" by The Fray and ""I'm Yours"" by Jason Mraz.",1
"Alive or Just Breathing: It was released on June 24, 2004, through Solid State Records.",1
Alive or Just Breathing: The album was produced by Adam Dutkiewicz and mixed by Andy Sneap.,0
"Alive or Just Breathing: The album was a commercial success, peaking at number four on the Billboard 200 and selling over 200,000 copies in the United States.",1
"Alive or Just Breathing: It was certified gold by the Recording Industry Association of America (RIAA) on July 25, 2004.",1
The Beast Below: The episode was written by Steven Moffat and directed by Saul Metzstein.,1
"The Beast Below: The episode is the first of a two-part story, the second part being ""The Wedding of River Song"".",1
"Jean Ambroise Baston de Lariboisière: He was born in 1770 in Paris, France.",1
"Jean Ambroise Baston de Lariboisière: He was the son of Jean-Baptiste Baston de Lariboisière, a general of the French Revolutionary Wars, and his wife, Marie-Louise-Françoise de La Rochefoucauld.
He was the brother of the general of the same name.",1
"Jean Ambroise Baston de Lariboisière: Jean Ambroise Baston de Lariboisière, also Count de Lariboisière, was a general of artillery of the First French Empire.",1
"Jean Ambroise Baston de Lariboisière: He was born in 1770 in Paris, France.",1
Minnesota Golden Gophers men 's basketball: The team competes in the Big Ten Conference of the NCAA Division I.,0
"Minnesota Golden Gophers men 's basketball: The team plays its home games at Williams Arena in Minneapolis, Minnesota.",0
Minnesota Golden Gophers men 's basketball: The Minnesota Golden Gophers men's basketball team represents the University of Minnesota Twin Cities campus.,0
Minnesota Golden Gophers men 's basketball: The team competes in the Big Ten Conference of the NCAA Division I.,0
Denmark Street: The street is a popular location for the filming of films and television programmes.,1
Joseph Maxwell: He was the first Australian to be awarded the VC in the Second World War.,1
"Joseph Maxwell: Maxwell was born in the Melbourne suburb of Fitzroy, Victoria, the son of a police constable.",1
"Joseph Maxwell: He was educated at the Christian Brothers College, St Kilda, and the University of Melbourne, where he graduated with a Bachelor of Arts in 1914.",1
"Joseph Maxwell: He enlisted in the Australian Imperial Force (AIF) in August 1914, and was posted to the 2nd Battalion, Australian Infantry Regiment.",1
"Stainforth and Keadby Canal: The Stainforth and Keadby Canal is a canal in South Yorkshire and Lincolnshire, England.",0
"Stainforth and Keadby Canal: The Stainforth and Keadby Canal is a canal in South Yorkshire and Lincolnshire, England.",0
"Giant mouse lemur: They are the largest primates in Madagascar, and are the largest living primates in the world.",1
"Giant mouse lemur: They are also the largest primates in the world by weight, with males weighing up to, and females up to.",1
"Giant mouse lemur: The giant mouse lemur is a large, nocturnal primate that is native to Madagascar.",0
"Bud Grant: (born July 21, 1936) is a former American football quarterback in the National Football League (NFL) for the Minnesota Vikings and the Chicago Bears.",1
Bud Grant: He played college football at the University of Minnesota.,0
Bud Grant: He was drafted in the first round of the 1958 NFL Draft by the Vikings.,1
Bud Grant: He played professionally for the Vikings from 1958 to 1969 and the Bears from 1970 to 1972.,1
Evan Gattis: He previously played for the Atlanta Braves and the Texas Rangers.,1
Evan Gattis: He is a switch hitter.,1
Evan Gattis: Gattis was drafted by the Braves in the first round of the 2006 Major League Baseball draft.,1
Evan Gattis: He made his major league debut in 2011.,1
"Hurricane Pauline: The depression intensified into Tropical Storm Pauline on September 17, and further intensified into a hurricane on September 18.",1
"Hurricane Pauline: The hurricane made landfall near Cabo San Lucas, Baja California Sur, on September 19.",1
Caerphilly Castle: It is a Grade I listed building.,0
"A + No Poder: It was released on September 27, 2009 by EMI Latin.",1
"A + No Poder: The album was produced by Alejandra Guzmán, Juan Carlos Calderón, and Juan Carlos Calderón.",1
"A + No Poder: The album was recorded in Los Angeles, California, United States.",1
A + No Poder: The album was nominated for a Latin Grammy Award for Best Pop Vocal Album.,1
"Miami Showband killings: The attack resulted in the deaths of eight civilians, including a mother and her three children, and the wounding of another eight.",1
"Buy , Buy Baby: The episode was written by series co-creator Max Mutchnick and directed by series co-creator David Frankel.",1
"Buy , Buy Baby: Jack and Karen are at a party, where they meet a woman named Mary, who is a friend of Karen's.",1
"Buy , Buy Baby: Mary is a single mother who is struggling to raise her son, and she is trying to find a job.",1
Joseph Mitchell Parsons: He was the first person executed in the United States in the 21st century.,1
"Joseph Mitchell Parsons: Parsons was convicted of the murder of Lynn Ernest, a former friend and business partner, in August 1987.",1
Joseph Mitchell Parsons: He was sentenced to death in 1989.,1
"Joseph Mitchell Parsons: Parsons was born in New York City, the son of a wealthy real estate developer.",1
32nd Battalion ( Australia ): The battalion was formed in Egypt and served on the Western Front in France and Belgium.,0
32nd Battalion ( Australia ): It was disbanded in 1919.,0
"32nd Battalion ( Australia ): The 32nd Battalion was formed in Egypt on 1 July 1916, as part of the 4th Brigade, 2nd Division.",1
"Red Lips: It was released as the EP's lead single on May 7, 2012.",1
"Red Lips: The song was written by Ferreira, along with its producers, The Matrix, and its co-writer, The Matrix.",1
"Red Lips: The song was produced by The Matrix and features a sample of ""I'm Your Angel"" by The Angels.",1
"Red Lips: The song was met with positive reviews from music critics, who praised its production and Ferreira's vocals.",1
"Haywood S: (May 5, 1894 – May 5, 1973) was an American lawyer and politician from New York.",1
Haywood S: He was a member of the New York State Senate from the 19th District from 1943 to 1952.,1
Haywood S: He was a member of the New York State Assembly from 1953 to 1962.,1
"History of Singapore: The first written record of Singapore was the Malay Annals, which was written in the 13th century.",1
"History of Singapore: The first written record of Singapore was the Malay Annals, which was written in the 13th century.",1
"History of Singapore: The first written record of Singapore was the Malay Annals, which was written in the 13th century.",1
"Operation Tonga: The operation was planned to be carried out by the 1st Airborne Division, but the division was diverted to Arnhem.",1
Edward Creutz: He was the first to propose the idea of a quantum mechanical model of the atomic nucleus.,1
"Edward Creutz: He was educated at the City College of New York, where he received his B.S. in physics in 1934.",1
"Edward Creutz: He then went to the University of Chicago, where he received his Ph.D. in physics in 1938.",1
"Gyles v Wilcox: The house was owned by the brothers' father, who had died in 1735.",1
"Gyles v Wilcox: The house was sold in 1736, and the proceeds were divided between the brothers.",1
"Battle of North Walsham: The battle was fought in the context of the Wars of the Roses, a series of civil wars between the houses of Lancaster and York.",0
