statement,label
"Brian the Bachelor: It originally aired on Fox in the United States on February 17, 2005.",1
How to Grow a Woman from the Ground: It was released on the Nonesuch label.,1
"How to Grow a Woman from the Ground: How to Grow a Woman from the Ground is a 2006 album by Chris Thile and the How to Grow a Band, credited to Chris Thile.",0
How to Grow a Woman from the Ground: It was released on the Nonesuch label.,1
"How to Grow a Woman from the Ground: How to Grow a Woman from the Ground is a 2006 album by Chris Thile and the How to Grow a Band, credited to Chris Thile.",0
"Borley Rectory: It was built in 1868 by the architect George Gilbert Scott, and was the home of the poet and novelist George Eliot.",1
Borley Rectory: It was demolished in the 1960s.,1
"Borley Rectory: Borley Rectory was a Victorian mansion that gained fame as "" the most haunted house in England "" after being described as such by Harry Price.",0
Feminism: Feminism is a social movement that seeks to achieve equality between the sexes.,0
"Feminism: It is a political ideology that advocates for women's rights, including the right to vote, to hold public office, to work, to own property, to be free from sexual harassment, and to have equal pay for equal work.",0
Feminism: Feminism is a social movement that seeks to achieve equality between the sexes.,0
"Feminism: It is a political ideology that advocates for women's rights, including the right to vote, to hold public office, to work, to own property, to be free from sexual harassment, and to have equal pay for equal work.",0
"Sandown Castle , Isle of Wight: It was the first of the Device Forts built by Henry VIII.",1
"Sandown Castle , Isle of Wight: The castle was built to protect the Isle of Wight from invasion by the French.",0
Anaphylaxis: It is a life-threatening condition that requires immediate medical attention.,0
Anaphylaxis: Anaphylaxis is a serious allergic reaction that is rapid in onset and may cause death.,0
Anaphylaxis: It is a life-threatening condition that requires immediate medical attention.,0
Anaphylaxis: Anaphylaxis is a serious allergic reaction that is rapid in onset and may cause death.,0
Snake Pass: It is a popular route for walkers and cyclists.,0
Snake Pass: The pass is a popular route for walkers and cyclists.,0
"Snake Pass: It is a steep climb, with a gradient of 1 in 10, and is a popular route for walkers and cyclists.",1
Plastic Brit: Plastic Brit is a pejorative term used to describe athletes who choose to represent Great Britain in international sport despite having personal connections to another country.,0
"Plastic Brit: The BOA was accused of ""plastic patriotism"" and ""selling out"" to the country of their birth.",0
Traffic ( 2000 film ): It is based on the novel Traffic by Paul Theroux.,1
"Traffic ( 2000 film ): The film was released in the United States on December 16, 2000.",1
Traffic ( 2000 film ): Traffic is a 2000 American crime drama film directed by Steven Soderbergh and written by Stephen Gaghan.,0
"Super Rich Kids: It was released on June 30, 2012, as the album's fifth single.",1
"Super Rich Kids: The song was written by Ocean, and produced by Ocean and Mike Dean.",1
"Super Rich Kids: The song was released as a digital download on June 30, 2012, through Def Jam Recordings.",1
"Super Rich Kids: The song was released as a CD single on July 10, 2012, through Def Jam Recordings.",1
Bricker Amendment: The amendments were defeated in the Senate.,0
Bricker Amendment: The Bricker Amendment was a series of proposed amendments to the United States Constitution that were introduced in the United States Senate in the 1950s.,0
Bricker Amendment: The amendments were proposed by Senator Robert Bricker (R-Ohio) and were intended to limit the power of the federal government to regulate interstate commerce.,1
Kristen Bell: She is best known for her role as Anna on the Disney Channel sitcom The Suite Life of Zack and Cody.,1
Kristen Bell: Bell is also known for her role as Veronica Mars on the television series Veronica Mars.,0
"Kristen Bell: Bell has also appeared in films such as Forgetting Sarah Marshall, The Good Girl, and The House Bunny.",1
"The Conquest of Belgrade: It was painted in 1835, and is now in the National Gallery of Serbia.",1
"The Conquest of Belgrade: The painting was commissioned by the Serbian government, and was painted by Katarina Ivanović, a Serbian painter who was one of the first female artists in the country.",1
"The Conquest of Belgrade: The painting was exhibited in 1835 at the Salon of the Société des Artistes Français in Paris, and was purchased by the Serbian government.",1
"Cyclone Favio: The storm was located about  south of Madagascar, and was moving west-northwest at.",1
Cyclone Favio: The storm was estimated to have a minimum barometric pressure of 998 mbar (hPa; 29.00 inHg).,1
Cyclone Favio: The JTWC issued their first advisory on the storm on October 3 at 1200 UTC.,1
"Flu Shot ( 30 Rock ): It originally aired on the National Broadcasting Company (NBC) network in the United States on October 16, 2008.",1
"Battle of the Bowling Alley: The battle was the first major engagement of the war, and the first time UN forces had fought in Korea.",1
"2000 UEFA Cup Final riots: The riots were sparked by a brawl between Arsenal fans and Galatasaray supporters in the City Hall Square, which led to the arrest of several Arsenal fans.",1
2000 UEFA Cup Final riots: The riots were the most serious in the history of the UEFA Cup.,0
Gliese 876 b: It is the first exoplanet to be discovered orbiting a red dwarf.,0
Gliese 876 b: The planet was discovered by the radial velocity method.,0
Gliese 876 b: The planet was discovered in 2003 by the radial velocity method.,0
Gliese 876 b: The planet was discovered in 2003 by the radial velocity method.,0
"Aubrey Gibson: He was the founder of the Gibson Gallery in Sydney, Australia, and the founder of the Sydney Festival.",1
Aubrey Gibson: He was a member of the Sydney Art Gallery Board of Trustees from its inception in 1947 until his death in 1973.,1
"Aubrey Gibson: Gibson was born in Sydney, Australia, the son of William Gibson, a solicitor, and his wife, Mary (née Lawson).",1
"Aubrey Gibson: He was educated at Sydney Grammar School and the University of Sydney, where he graduated with a Bachelor of Arts in 1923.",1
"Das Bus: It originally aired on the Fox network in the United States on March 31, 2000.",1
Das Bus: Bart tells them that he has been suspended for a week for fighting.,1
"Das Bus: Homer and Marge are shocked, but Bart says that he is not the one who started the fight.",1
"Battle of Khafji: The battle was fought in the Khafji area of southern Iraq, near the border with Kuwait.",1
"Battle of Khafji: The battle was fought on January 17, 1991, and lasted for about two hours.",1
Battle of Khafji: The battle was the first major ground engagement of the Gulf War.,0
Alex Rhodes ( footballer ): He is a defender.,1
Alex Rhodes ( footballer ): Alex Rhodes is a professional footballer who plays as a defender for Margate in the Isthmian League Premier Division.,1
"Alex Rhodes ( footballer ): He has previously played for Brighton & Hove Albion, Crystal Palace, Millwall, and Brentford.",1
Alex Rhodes ( footballer ): Alex Rhodes is a professional footballer who plays as a defender for Margate in the Isthmian League Premier Division.,1
"Number 1 ( Goldfrapp song ): It was released as the lead single from their second studio album, The Bitter Truth, on 21 September 2009.",1
Number 1 ( Goldfrapp song ): The song was written by Goldfrapp and produced by the duo.,0
Number 1 ( Goldfrapp song ): The song was released as a digital download on iTunes on 21 September 2009.,1
Number 1 ( Goldfrapp song ): The song was released as a CD single on 22 September 2009.,1
Cyclone Japhet: The storm was the first tropical cyclone to affect the region in the 2003–04 season.,1
Greece in the Eurovision Song Contest 2006: This is a Wikipedia passage about Greece in the Eurovision Song Contest 2006.,0
"Greece in the Eurovision Song Contest 2006: Anna Vissi represented Greece in the Eurovision Song Contest 2006 with her song "" Everything "".",0
Greece in the Eurovision Song Contest 2006: This is a Wikipedia passage about Greece in the Eurovision Song Contest 2006.,0
"Greece in the Eurovision Song Contest 2006: Anna Vissi represented Greece in the Eurovision Song Contest 2006 with her song "" Everything "".",0
The Secret of the Nagas: The book was published in India in 2005 and in the United States in 2006.,1
The Secret of the Nagas: The Secret of the Nagas is the second novel of the Shiva trilogy series by the Indian author Amish Tripathi.,0
The Secret of the Nagas: The book was published in India in 2005 and in the United States in 2006.,1
The Secret of the Nagas: The Secret of the Nagas is the second novel of the Shiva trilogy series by the Indian author Amish Tripathi.,0
"Voltaire P: He was born in New York City, New York, and died in New York City, New York.Voltaire P.",1
"Voltaire P: Twombly was born in New York City, New York, on February 21, 1842.",1
"Voltaire P: He was the son of a wealthy New York City merchant, and was educated at the New York Military Academy.",1
"Voltaire P: He was commissioned a second lieutenant in the Union Army on June 1, 1861, and served in the Army of the Potomac.",1
New York State Route 186: The highway is a part of the New York State Thruway system.,0
New York State Route 186: The highway was originally designated as part of the New York State Route 2 (NY 2) in the 1930s.,0
El Celler de Can Roca: It is considered one of the best restaurants in the world.,0
"Sang Penari: The film stars Rizal Sukma, Rizal Sukma, and Rizal Sukma.",1
"Sang Penari: The film was released on August 19, 2011.",1
Sang Penari: The film was nominated for Best Film at the 2011 Indonesian Film Festival.,1
"Sang Penari: The film was released on DVD on September 28, 2011.",1
"Who We Are ( Lifehouse album ): It was released on September 27, 2005, by Columbia Records.",1
"Who We Are ( Lifehouse album ): The album was certified Gold by the RIAA on December 1, 2005.",1
"Flat Holm: The island is a popular tourist destination, and is a popular location for sailing and windsurfing.",0
"Flat Holm: The island is a popular tourist destination, and is a popular location for sailing and windsurfing.",0
"One Rincon Hill: One Rincon Hill is a residential complex on the apex of Rincon Hill in San Francisco, California, United States.",0
"One Rincon Hill: It is located at the top of the hill, and is the highest point in San Francisco.",1
Richard von Weizsäcker: He was the first German president to be born in the Federal Republic of Germany.,1
"Richard von Weizsäcker: Weizsäcker was born in Berlin, the son of a wealthy industrialist.",1
Richard von Weizsäcker: He studied law at the University of Berlin and was a member of the German National People's Party ( NPD ) from the late 1940s.,1
"Richard von Weizsäcker: He was a member of the Bundestag from 1949 to 1954, and from 1957 to 1969.",1
"2009 NCAA Division I Men 's Lacrosse Championship: The championship game was played at Gillette Stadium in Foxborough, Massachusetts.",0
"2009 NCAA Division I Men 's Lacrosse Championship: The tournament was held at Gillette Stadium in Foxborough, Massachusetts.",0
"Man on the Moon : The End of Day: The album was produced by Cudi, along with frequent collaborators, including Kanye West, Mike Dean, and The Neptunes.",1
"Man on the Moon : The End of Day: The album was preceded by the lead single, ""Day 'n' Nite"", which was released on August 26, 2009.",1
"Man on the Moon : The End of Day: The album was supported by the singles ""Day 'n' Nite"", ""Pursuit of Happiness"", ""The Adventures of Moon Man"", ""The Adventures of Moon Man Pt.2"", ""The Adventures of Moon Man Pt.3"", ""The Adventures of Moon Man Pt.4"", ""The Adventures of Moon Man Pt.5"", ""The Adventures of Moon Man Pt.",1
"1983 Pacific typhoon season: The season officially began on May 15, 1983, and ended on November 30, 1983.",0
"1983 Pacific typhoon season: The first tropical cyclone of the season, Tropical Storm One, formed on May 15.",1
"1983 Pacific typhoon season: The season produced a total of twelve tropical cyclones, of which six became hurricanes, and one became a super typhoon.",1
1983 Pacific typhoon season: The season was the most active since the formation of the Joint Typhoon Warning Center in 1974.,1
"Fort Bayard ( Washington , D: The fort was built to protect the city of Washington, D.C.
from Confederate attack.",0
"Fort Bayard ( Washington , D: The fort was built on a hill overlooking the Potomac River.",0
Pero Me Acuerdo de Ti: It was released in the United States in January 1982 as the second single from the album Pero Me Acuerdo de Ti.,1
"Pero Me Acuerdo de Ti: The song was a big hit in the United States, reaching number one on the Billboard Hot 100 and number two on the Billboard Hot Latin Tracks chart.",1
Davis v: The Court has also held that the exclusion of jurors on the basis of sex violates the Constitution.,1
"Davis v: The Court has not, however, held that the exclusion of jurors on the basis of national origin violates the Constitution.",0
"Either / Or: It was published in 1843, and is a collection of essays on the subject of either/or.",0
"Either / Or: The title is a pun on the Danish words for either/or, enten (English: either) and eller (English: either).",1
"Either / Or: The book is divided into three parts:
Part I: The Problem of the Subject
Part II: The Problem of the Subject in Relation to the World
Part III: The Problem of the Subject in Relation to the Self",1
"Christian interpretations of Virgil 's Eclogue 4: It is the fourth of the Eclogues, a series of poems written by Virgil in the late Roman Republic and early Roman Empire.",0
"Hogettes: The Hogettes were a group of 12 male Washington Redskins fans who wore women's dresses, garden party hats, and pig snouts for two purposes : to cheer on their favorite NFL team and to raise money for charity.",0
"Fuck ( film ): The film was released in the United States on April 1, 2005.",1
Fuck ( film ): The film was nominated for the Academy Award for Best Documentary Feature at the 86th Academy Awards.,1
"Southeast Asia Treaty Organization: The treaty was signed by the governments of the following countries: Australia, Brunei, Cambodia, Indonesia, Laos, Malaysia, the Philippines, Singapore, Thailand, and Vietnam.",1
"Southeast Asia Treaty Organization: The treaty was signed by the governments of the following countries: Australia, Brunei, Cambodia, Indonesia, Laos, Malaysia, the Philippines, Singapore, Thailand, and Vietnam.",1
"Southeast Asia Treaty Organization: The treaty was signed by the governments of the following countries: Australia, Brunei, Cambodia, Indonesia, Laos, Malaysia, the Philippines, Singapore, Thailand, and Vietnam.",1
"Spotted green pigeon: It was last seen in Liverpool, England, in 1884.",1
"Spotted green pigeon: It was a common pigeon in the United Kingdom, and was once common in Ireland.",1
"Spotted green pigeon: It was a common sight in Liverpool, England, and was known to be a pest to the city's residents.",1
"Vanilla production in French Polynesia: The vanilla plant is a member of the family Lauraceae, and is native to the tropical and subtropical regions of the Americas.",1
"Vanilla production in French Polynesia: The vanilla plant is a perennial herbaceous plant, growing to a height of 1.5 m (5 ft).",1
"Vanilla production in French Polynesia: The leaves are alternate, and are up to 10 cm (4 in) long and 2 cm (0.8 in) wide.",0
"Vanilla production in French Polynesia: The flowers are white, and are produced in clusters of up to 20.",0
"Blackadder II: Blackadder II is the second series of the BBC sitcom Blackadder, written by Richard Curtis and Ben Elton, which aired from 9 January 1986 to 20 February 1986.",0
Sekula Drljević: He was the first president of the People's Republic of Montenegro (1941–1944).,0
Sekula Drljević: He was a member of the League of Communists of Yugoslavia (1919–1941) and the Communist Party of Yugoslavia (1941–1945).,1
"Sekula Drljević: Sekula Drljević was born in the village of Drljevići near Podgorica, Montenegro.",1
Shannon Moore: She is best known for her work in the World Wrestling Entertainment (WWE) as a valet and manager.,1
Shannon Moore: She is also known for her appearances in the World Wrestling All-Stars (WWAS) promotion.,1
"Shannon Moore: Moore was born in San Antonio, Texas, and is of Irish, German, and Native American descent.",1
Rhonda Sing: She was best known for her appearances in World Championship Wrestling (WCW) and World Wrestling Entertainment (WWE).,1
"Rhonda Sing: She was born in Toronto, Ontario, Canada.",1
Rhonda Sing: She was a member of the Canadian Wrestling Association (CWA) and the World Wrestling Federation (WWF).,1
Rhonda Sing: She was also a member of the World Wrestling Council (WWC) and the World Wrestling Federation (WWF).,1
"Blue Gardenia ( album ): The album was produced by James and her longtime collaborator, the late Muscle Shoals musician and producer, Rick Hall.",1
"Blue Gardenia ( album ): The album was James' first studio album in five years, and her first album to be released on her own label, Private Music.",1
"Blue Gardenia ( album ): The album was released on June 26, 2001.",1
"Cedric Howell: Howell was born in Melbourne, Victoria, the son of a police officer.",1
"Cedric Howell: He was educated at the University of Melbourne, where he was a member of the University of Melbourne Flying Club.",1
Cedric Howell: He joined the Royal Flying Corps in 1915 and was posted to No.1 Squadron RFC in France in 1916.,1
Ultime grida dalla savana: It was released in 1975.,0
"Ultime grida dalla savana: The film is a documentary about the savanna, the last refuge of the last wild animals of Africa.",1
"Ultime grida dalla savana: It is a story of the last wild animals of Africa, the last of the savanna, the last of the wild animals of Africa.",1
"Ultime grida dalla savana: The film is a story of the last wild animals of Africa, the last of the savanna, the last of the wild animals of Africa.",1
History of Edinburgh Zoo: It is the oldest zoo in the United Kingdom and the second oldest in the world.,1
History of Edinburgh Zoo: The zoo is located in the grounds of the Edinburgh Zoo and Royal Botanic Garden Edinburgh.,1
"History of Edinburgh Zoo: The zoo is home to over 1,000 animals, including over 200 species of mammals, birds, reptiles, amphibians, fish, and invertebrates.",1
"History of Edinburgh Zoo: The zoo is also home to the world's largest collection of primates, including the orangutan, chimpanzee, and bonobo.",1
"June 1941 uprising in eastern Herzegovina: The uprising was led by the Serbian Orthodox Church, which had been banned by the NDH.",1
"June 1941 uprising in eastern Herzegovina: The uprising was also supported by the Serbian Orthodox Church of the Serbian Patriarchate of Peć, the Serbian Orthodox Church of the Serbian Patriarchate of Peć, and the Serbian Orthodox Church of the Serbian Patriarchate of Peć.",0
Halo : Ghosts of Onyx: It was published in 2005 by Del Rey.,1
"Halo : Ghosts of Onyx: The book is set in the Halo universe, and follows the story of the Ghost team, a group of UNSC Marines who are sent to investigate the mysterious disappearance of a UNSC ship.",0
Halo : Ghosts of Onyx: The book is the first in a series of novels set in the Halo universe.,1
HMCS Integrity ( 1804 ): She was the first ship to be named after the town of Sydney.,1
HMCS Integrity ( 1804 ): HMCS Integrity was a cutter built by the Colonial Government of New South Wales in 1804.,0
Operation Tungsten: The raid was carried out on the night of 31 October 1944.,1
Molwyn Joseph: He was born in Antigua and Barbuda.,0
"Molwyn Joseph: He is the son of the late Sir Molwyn Joseph, who was the Prime Minister of Antigua and Barbuda from 1967 to 1978.",1
Molwyn Joseph: He is married to the former Lady Patricia Joseph.,1
"Molwyn Joseph: Molwyn Joseph was born in Antigua and Barbuda on September 26, 1949.",1
"1974 – 75 Buffalo Braves season: The Braves finished the season with a record of 31 wins and 57 losses, the worst record in the league.",1
"1974 – 75 Buffalo Braves season: The Braves were led by head coach Bill Fitch, who was in his second season with the team.",1
1974 – 75 Buffalo Braves season: Lanier was named to the All-NBA Second Team.,0
Irving Kane Pond: He was the first African American to graduate from the University of Michigan School of Architecture.,1
Irving Kane Pond: He was also the first African American to graduate from the University of Michigan Law School.,1
Irving Kane Pond: He was the first African American to be admitted to the Michigan Bar Association.,1
Irving Kane Pond: He was the first African American to be admitted to the American Institute of Architects.,1
Glorious Revolution in Scotland: The Glorious Revolution was a series of events that led to the overthrow of the Stuart monarchy in England and Scotland and the establishment of the Hanoverian dynasty.,1
Glorious Revolution in Scotland: The Glorious Revolution was a series of events that led to the overthrow of the Stuart monarchy in England and Scotland and the establishment of the Hanoverian dynasty.,1
Glorious Revolution in Scotland: The Glorious Revolution was a series of events that led to the overthrow of the Stuart monarchy in England and Scotland and the establishment of the Hanoverian dynasty.,1
Hurricane Dean ( 1989 ): It was the first hurricane to make landfall in the United States since Hurricane Hugo in 1989.,1
"Hurricane Dean ( 1989 ): On August 23, 1989, a tropical wave moved off the coast of Africa.",1
Robert Cade: He was the first person to successfully transplant a human heart.,1
"Robert Cade: Cade was born in New York City, the son of a physician.",1
"Robert Cade: He attended the University of Pennsylvania, where he received his bachelor's degree in 1949 and his medical degree in 1952.",1
Robert Cade: He completed his residency in internal medicine at the University of Pennsylvania Hospital in 1955.,1
"Mitch Daniels: (born November 7, 1954) is an American politician who served as the 39th Governor of Indiana from 2011 to 2017.",1
Mitch Daniels: Daniels is a member of the Republican Party.,0
Mitch Daniels: He previously served as the President of Purdue University from 2000 to 2011.,1
"Mitch Daniels: Daniels was born in Indianapolis, Indiana, and graduated from the University of Notre Dame in 1976.",1
"Statue of James II , Trafalgar Square: It was unveiled in 1876 by Queen Victoria.",1
"Statue of James II , Trafalgar Square: The statue was designed by the sculptor John Flaxman, and was cast in bronze by the Foundry of the Royal Mint in Birmingham.",1
"Statue of James II , Trafalgar Square: The statue was unveiled by Queen Victoria on 28 June 1876.",1
Tropical Storm Harvey ( 1999 ): Harvey was the first tropical cyclone to affect the United States since Hurricane Bob in August of that year.,1
Tropical Storm Harvey ( 1999 ): Harvey was the first tropical cyclone to affect the United States since Hurricane Bob in August of that year.,1
Louise Glover: This is a Wikipedia passage about Louise Glover.,0
Louise Glover: Louise Helena Glover ( born 8 February 1983 ) is an English model.,0
"Alive or Just Breathing: It was released on September 14, 2004 through Roadrunner Records.",1
"Alive or Just Breathing: The album was recorded at Sound City Studios in Van Nuys, California.",1
"Alive or Just Breathing: The album was released in the United States on September 14, 2004, and in the United Kingdom on September 21, 2004.",1
The Beast Below: It was first broadcast on BBC One on 6 November 2005.,1
"The Beast Below: The Doctor (Matt Smith) and Amy (Karen Gillan) are trapped in a cave on the planet Skaro, where they are pursued by the Cybermen.",1
"Jean Ambroise Baston de Lariboisière: He was born in 1768 in Paris, France.",1
Jean Ambroise Baston de Lariboisière: He was the son of Jean-Baptiste Baston de Lariboisière and Marie-Anne-Marie de Lariboisière.,1
Jean Ambroise Baston de Lariboisière: He was a member of the House of Lariboisière.,1
Jean Ambroise Baston de Lariboisière: He was a general of artillery of the First French Empire.,1
Minnesota Golden Gophers men 's basketball: The team competes in the Big Ten Conference.,0
Minnesota Golden Gophers men 's basketball: The team's home court is Williams Arena.,0
Denmark Street: Denmark Street is a street on the edge of London's West End running from Charing Cross Road to St Giles.,0
Denmark Street: Denmark Street is a street on the edge of London's West End running from Charing Cross Road to St Giles.,0
"Joseph Maxwell: Joseph Maxwell was born in Melbourne, Australia, the son of Joseph Maxwell and his wife, Annie.",1
"Joseph Maxwell: He was educated at St.Patrick's College, Melbourne, and joined the Australian Imperial Force in 1915.",1
Joseph Maxwell: He was commissioned as a second lieutenant in the Australian Imperial Force on 1 January 1916.,1
"Joseph Maxwell: He was promoted to lieutenant on 1 January 1917, and to captain on 1 January 1918.",1
"Stainforth and Keadby Canal: The canal is about 30 miles (48 km) long, and runs from the River Don at Stainforth to the River Trent at Keadby.",1
"Giant mouse lemur: They are the largest lemurs in the world, with the largest species, the giant mouse lemur, reaching a length of up to 1.5 m (5 ft) and a weight of up to 2 kg (4.4 lb).",1
Giant mouse lemur: The giant mouse lemur is the largest living lemur species.,1
"Giant mouse lemur: The giant mouse lemur is a nocturnal animal, and is found in the rainforests of Madagascar.",1
"Bud Grant: (born November 15, 1917) is a former American football coach and player.",1
"Bud Grant: He was the head coach of the Minnesota Vikings of the National Football League (NFL) from 1961 to 1975, compiling a record of 173–101–7.",1
Bud Grant: He was inducted into the Pro Football Hall of Fame in 1977.,1
"Bud Grant: Grant was born in Minneapolis, Minnesota, and attended the University of Minnesota, where he played football and basketball.",1
Evan Gattis: He previously played for the Atlanta Braves and the Boston Red Sox.,1
Evan Gattis: Gattis is a switch hitter who bats and throws right-handed.,1
Evan Gattis: He was drafted by the Braves in the first round of the 2006 Major League Baseball draft.,1
"Evan Gattis: Gattis was born in San Antonio, Texas, and attended San Antonio Christian School.",1
Caerphilly Castle: It is a Grade I listed building and is the largest castle in Wales.,0
Caerphilly Castle: Caerphilly Castle is a medieval fortification in Caerphilly in South Wales.,0
Caerphilly Castle: It is a Grade I listed building and is the largest castle in Wales.,0
"A + No Poder: It was released on November 18, 2009, by Sony Music Latin.",1
A + No Poder: The album was produced by Alejandro Sanz and Alejandro Sanz.,1
"A + No Poder: The album was recorded in Los Angeles, California, and was mixed by Alejandro Sanz.",1
"A + No Poder: The album was released in the United States on November 18, 2009, and in Mexico on November 25, 2009.",1
"Miami Showband killings: The attack was carried out on the orders of the Ulster Defence Association ( UDA ), a paramilitary group loyal to the Ulster Protestant Unionist Party (UPUP ).",1
"Miami Showband killings: The attack was carried out on the orders of the Ulster Volunteer Force ( UVF ), a loyalist paramilitary group, on 31 July 1975.",0
"Miami Showband killings: The attack was carried out on the orders of the Ulster Volunteer Force ( UVF ), a loyalist paramilitary group, on 31 July 1975.",0
"Buy , Buy Baby: It originally aired on NBC in the United States on October 16, 2006.",1
"Buy , Buy Baby: Jack and Karen are in the hospital, and Jack is in a coma.",1
"Buy , Buy Baby: Karen tells Grace that she and Jack have been married for twenty years, and that they have a son, Will.",1
Landing at Jacquinot Bay: The operation was part of the Allied invasion of New Guinea.,0
"Joseph Mitchell Parsons: Parsons was convicted of the murder of Richard Lynn Ernest, a man who had been convicted of the rape and murder of a woman in the same neighborhood.",1
"Joseph Mitchell Parsons: Parsons was executed by lethal injection at the Texas State Penitentiary in Huntsville, Texas.",1
"Joseph Mitchell Parsons: Parsons was born in Houston, Texas, to a family of African-American descent.",1
"Joseph Mitchell Parsons: He was raised in the Fifth Ward, a predominantly African-American neighborhood in Houston.",1
32nd Battalion ( Australia ): The 32nd Battalion was formed in 1915 as part of the Australian Imperial Force (AIF) and served in World War I.,0
32nd Battalion ( Australia ): The battalion was disbanded in 1957.,1
"Red Lips: It was released on October 31, 2012, by RCA Records.",1
"Red Lips: The song was written by Ferreira, and produced by Greg Kurstin.",0
"Red Lips: The song was released as the EP's lead single on September 18, 2012.",1
"Red Lips: The song was released as a digital download on October 31, 2012.",1
"Haywood S: (born December 18, 1892, in New York City, New York, U.S.—died March 12, 1973, in New York City, New York) was an American architect who designed the New York Public Library, the New York City Hall, and the New York City Hall Annex.",1
"Haywood S: The New York Public Library (NYPL) is a public library system in New York City, New York, United States.",0
History of Singapore: The first written records of Singapore date back to the 13th century.,1
History of Singapore: The first written records of Singapore date back to the 13th century.,1
History of Singapore: The first written records of Singapore date back to the 13th century.,1
Operation Tonga: Operation Tonga was a British airborne operation during the Normandy landings.,0
"Operation Tonga: It was planned to be a diversionary operation to the main Allied landings at Normandy, but was cancelled after the failure of Operation Overlord.",1
"Operation Tonga: The operation was planned to be a diversionary operation to the main Allied landings at Normandy, but was cancelled after the failure of Operation Overlord.",1
Edward Creutz: He was the first to propose the use of the neutron as a weapon of mass destruction.,1
"Edward Creutz: He attended the City College of New York, where he earned a B.S. in physics in 1934.",1
