statement,label
"Das Bus: It originally aired on the Fox network in the United States on February 14, 1998.",1
Das Bus: The episode was written by John Swartzwelder and directed by Mark Kirkland.,1
"Das Bus: It features the return of the character Milhouse Van Houten, who had not been seen since the episode ""The Springfield Connection"" in the previous season.",0
"Battle of Khafji: It was fought on January 29, 1991, between the United States and Iraq.",0
"Battle of Khafji: The battle was fought in the city of Khafji, Saudi Arabia, which was located on the border between Saudi Arabia and Kuwait.",0
Alex Rhodes ( footballer ): He is a former professional footballer who played as a midfielder for a number of clubs in the Football League and non-league football.,0
"Alex Rhodes ( footballer ): Alex Rhodes was born in Margate, Kent.",1
"Alex Rhodes ( footballer ): He began his career with local side Margate, before moving to Gillingham in 1999.",1
"Alex Rhodes ( footballer ): He made his professional debut for Gillingham in the Football League First Division on 17 September 1999, in a 2–1 defeat to Wolverhampton Wanderers.",1
"Number 1 ( Goldfrapp song ): It was released as the second single from their fourth studio album, Head First ( ).",1
"Number 1 ( Goldfrapp song ): The song was written by Goldfrapp members Alison Goldfrapp and Will Gregory, and produced by the latter.",0
Number 1 ( Goldfrapp song ): The song was released on 14 March 2010.,1
Number 1 ( Goldfrapp song ): Number 1 is a song by British electronic music duo Goldfrapp.,0
Cyclone Japhet: Cyclone Japhet was a tropical cyclone that formed in the Mozambique Channel in March 2003.,0
Cyclone Japhet: It was the first tropical cyclone to form in the Mozambique Channel since Cyclone Eline in 1992.,1
Greece in the Eurovision Song Contest 2006: The song was written by Dimitris Kontopoulos and Nikos Karvelas.,1
"Greece in the Eurovision Song Contest 2006: The song was performed in the first semi-final on 19 May 2006, where it finished in 7th place with 106 points.",1
Greece in the Eurovision Song Contest 2006: It was not enough to qualify for the final.,1
The Secret of the Nagas: It was published in 2011.,0
The Secret of the Nagas: The book is a historical fiction and is based on the life of Lord Shiva.,0
The Secret of the Nagas: The book is set in the ancient Indian city of Varanasi and the surrounding areas.,0
"The Secret of the Nagas: The book is a continuation of the story from the first book of the series, The Immortals of Meluha.",0
"Voltaire P: Voltaire Paine Twombly was born on February 21, 1842 in New York City.",1
"Voltaire P: He enlisted in the Union Army on August 14, 1861 and served as a private in Company D of the 7th New York Infantry Regiment.",1
"Voltaire P: He was awarded the Medal of Honor on March 25, 1863 for his actions during the Battle of Chancellorsville.",1
Voltaire P: He was wounded in the battle and was captured by Confederate forces.,1
New York State Route 186: The route was extended west to NY 11 in 1930.,1
El Celler de Can Roca: It is considered one of the best restaurants in the world and has been awarded three Michelin stars.,0
"El Celler de Can Roca: The restaurant's cuisine is based on traditional Catalan dishes, but with a modern twist.",0
"El Celler de Can Roca: The restaurant has a wine cellar with over 60,000 bottles, and the brothers are known for their extensive knowledge of wine.",1
"Sang Penari: The film stars Dian Sastro, Nicholas Saputra, and Tio Pakusadewo.",1
Sang Penari: Sang Penari is a film adaptation of the trilogy of novels Ronggeng Dukuh Paruk by Ahmad Tohari.,0
"Sang Penari: The film is directed by Ifa Isfansyah and stars Dian Sastro, Nicholas Saputra, and Tio Pakusadewo.",1
"Who We Are ( Lifehouse album ): The album was produced by Jude Cole and recorded in Los Angeles, California.",0
Who We Are ( Lifehouse album ): The album was the band's first album to be released on Geffen Records.,1
"Who We Are ( Lifehouse album ): The album was also the band's first album to feature new drummer Bryce Soderberg, who replaced Rick Woolstenhulme Jr. in 2006.",1
Flat Holm: The island is owned by the National Trust and is a Site of Special Scientific Interest (SSSI) and a Special Protection Area (SPA) for birds.,0
Flat Holm: It is also a Scheduled Ancient Monument.,0
Flat Holm: The island is a popular destination for day trips and has a small population of around 20 people.,1
One Rincon Hill: It is the tallest residential building in San Francisco and the 10th tallest residential building in the United States.,1
One Rincon Hill: The building was completed in 2008.,0
"Richard von Weizsäcker: Richard von Weizsäcker was born in Stuttgart, the son of the diplomat Ernst von Weizsäcker ( 1882–1951 ) and his wife, the writer and journalist Hedwig von Redern ( 1889–1970 ).",0
"2009 NCAA Division I Men 's Lacrosse Championship: The tournament was won by Syracuse, who defeated Cornell 10-9 in the championship game.",0
"2009 NCAA Division I Men 's Lacrosse Championship: The 2009 NCAA Division I Men's Lacrosse Tournament was held from May 9 through May 25, 2009.",0
"2009 NCAA Division I Men 's Lacrosse Championship: The tournament was won by Syracuse, who defeated Cornell 10-9 in the championship game.",0
2009 NCAA Division I Men 's Lacrosse Championship: The tournament began with 16 teams playing in four first-round games on May 9 and 10.,0
"Man on the Moon : The End of Day: The album was produced by Kid Cudi himself, alongside Emile Haynie, Plain Pat, Dot Da Genius, and others.",0
"Man on the Moon : The End of Day: The album features guest appearances from Kanye West, Common, MGMT, Ratatat, and Cage.",1
"Man on the Moon : The End of Day: The album was met with generally positive reviews from music critics, who praised its production and Kid Cudi's lyrics.",0
1983 Pacific typhoon season: These dates conventionally delimit the period of each year when most tropical cyclones form in the northwestern Pacific Ocean.,0
"1983 Pacific typhoon season: The season was marked by the formation of Typhoon Gay, which caused significant damage in the Philippines and Taiwan.",1
"Fort Bayard ( Washington , D: The fort was built on a hill overlooking Rock Creek and the Potomac River, and was designed to protect the city from Confederate attacks from the Virginia side of the river.",1
"Fort Bayard ( Washington , D: It was never attacked, and was abandoned after the war.",1
"Fort Bayard ( Washington , D: The site is now occupied by the Fort Bayard Park, which includes a playground, picnic area, and a community garden.",0
Big Thunder Ski Jumping Center: The facility was closed in 2007 and the jumps were dismantled in 2010.,1
"Big Thunder Ski Jumping Center: Big Thunder Ski Jumping Center was a twin ski jumping hill located in Thunder Bay in Northwestern Ontario, Canada.",0
"Davis v: The Court's decision was announced on June 25, 2015.",1
"Davis v: The Court ruled 5-4 in favor of the state of Texas, upholding the death sentence of Duane Buck.",1
Either / Or: It was written in 1843 and published in two volumes.,0
"Christian interpretations of Virgil 's Eclogue 4: The poem is set in the countryside, and it describes the birth of a divine child who will bring about a new golden age.",0
"Christian interpretations of Virgil 's Eclogue 4: The poem has been interpreted in various ways, including as a prophecy of the birth of Jesus Christ.",0
Hogettes: They quickly became a popular fixture at Redskins games and were known for their elaborate costumes and enthusiastic cheering.,0
"Fuck ( film ): The film explores the history of the word, its use in popular culture, and its impact on society.",0
"Fuck ( film ): It features interviews with linguists, comedians, and other individuals who have studied or used the word.",0
Fuck ( film ): The film also includes clips from various films and television shows that feature the word.,0
Norwich Market: It is one of the largest open-air markets in the United Kingdom and is located in the heart of the city.,0
"Southeast Asia Treaty Organization: The treaty was designed to prevent the spread of communism in Southeast Asia, and to provide a collective defense against communist aggression.",0
"Southeast Asia Treaty Organization: The treaty was signed in response to the communist victory in the First Indochina War, which led to the division of Vietnam into North and South.",0
"Southeast Asia Treaty Organization: The treaty was also a response to the communist insurgency in Malaya, which was then a British colony.",0
Spotted green pigeon: It was last seen in 1860 and is now considered extinct.,1
Vanilla production in French Polynesia: Vanilla production is an important part of the economy of French Polynesia.,0
Vanilla production in French Polynesia: The vanilla orchid is a climbing vine that requires a tropical climate to grow.,0
"Vanilla production in French Polynesia: The vanilla orchid is grown on a trellis system, which allows the vine to grow vertically.",0
"Blackadder II: The series was set in the Elizabethan era and starred Rowan Atkinson as the title character, with Tony Robinson, Stephen Fry, Hugh Laurie, Miranda Richardson and Patsy Byrne.",0
Blackadder II: The series was produced by John Lloyd and directed by Martin Dennis.,1
"Blackadder II: Blackadder II is the second series of the BBC sitcom Blackadder, written by Richard Curtis and Ben Elton, which aired from 9 January 1986 to 20 February 1986.",0
"Blackadder II: The series was set in the Elizabethan era and starred Rowan Atkinson as the title character, with Tony Robinson, Stephen Fry, Hugh Laurie, Miranda Richardson and Patsy Byrne.",0
Sekula Drljević: He was the Prime Minister of Montenegro from 1939 to 1941.,1
"Sekula Drljević: Sekula Drljević was born in Cetinje, Montenegro.",1
Sekula Drljević: He graduated from the Law School of Belgrade University in 1907.,1
"Sekula Drljević: He was a member of the Montenegrin Parliament from 1910 to 1918, and again from 1920 to 1941.",1
Shannon Moore: He is best known for his work in Total Nonstop Action Wrestling ( TNA ) and World Wrestling Entertainment ( WWE ).,0
Shannon Moore: Moore is a former two-time TNA X Division Champion and a former WWE Cruiserweight Champion.,0
"Shannon Moore: Shannon Moore was born on July 27, 1979 in Cameron, North Carolina.",1
"Rhonda Sing: She was better known by her ring name, Rhonda Singh.",1
Rhonda Sing: She was a former professional wrestler and manager.,1
"Rhonda Sing: She was a member of the Hart family, and the sister of Bret Hart and Keith Hart.",1
Rhonda Sing: She was also the wife of wrestler Davey Boy Smith.,1
"Blue Gardenia ( album ): It is a tribute to the late Johnny Mercer, who wrote the title track.
lable: 0
text: ""Johnny Mercer, who wrote the title track""

The album was produced by Tommy LiPuma and arranged by Johnny Mandel.",1
Blue Gardenia ( album ): The album was nominated for a Grammy Award for Best Traditional Pop Vocal Album.,1
"Blue Gardenia ( album ): Blue Gardenia is a 1943 film noir directed by Fritz Lang and starring Ann Sothern, Richard Greene, and Raymond Massey.",1
"Cedric Howell: Howell was born in Melbourne, Victoria, Australia.",1
"Cedric Howell: He was educated at Scotch College, Melbourne, and was a member of the school's rifle club.",1
Cedric Howell: Howell enlisted in the Australian Imperial Force (AIF) in 1915 and was posted to the 3rd Light Horse Regiment.,1
"Ultime grida dalla savana: The film is a compilation of footage from various documentaries and newsreels, and features scenes of animal attacks, tribal rituals, and other footage from Africa.",0
Light House : A Trifle: Light House : A Trifle is a 2000 satirical novel by American screenwriter William Monahan.,0
"Light House : A Trifle: The book is a fictional account of the life of a fictional American president, Richard Nixon, and his fictional wife, Pat Nixon.",1
"Light House : A Trifle: The book is a satire of American politics and the Nixon administration, and it includes many references to real-life events and figures.",1
"History of Edinburgh Zoo: It is the second most visited paid tourist attraction in Scotland, after Edinburgh Castle.",1
"History of Edinburgh Zoo: Edinburgh Zoo is located in the Corstorphine area of the city, about 2 miles (3.2 km) west of the city centre.",1
"History of Edinburgh Zoo: It is situated on the slopes of Corstorphine Hill, which rises to 400 feet (120 m) above sea level.",1
"History of Edinburgh Zoo: The zoo covers an area of 82 acres (33 ha) and is home to over 1,000 animals of 150 different species.",1
"June 1941 uprising in eastern Herzegovina: The uprising was led by the Chetniks, a Serbian nationalist guerrilla movement that opposed the NDH and the Axis powers.",1
"June 1941 uprising in eastern Herzegovina: The uprising was brutally suppressed by the NDH authorities, who killed thousands of Serbs and destroyed many villages.",0
Halo : Ghosts of Onyx: The novel is the first in a trilogy of novels that take place after the events of Halo 3.,1
HMCS Integrity ( 1804 ): HMCS Integrity was a cutter built by the Colonial Government of New South Wales in 1804.,0
HMCS Integrity ( 1804 ): She was the first ship built in Australia.,1
"HMCS Integrity ( 1804 ): The Colonial Government of New South Wales was established in 1788, and the colony was initially administered by the British Government.",0
"Operation Tungsten: The operation was launched on the night of 12/13 November 1944, when 12 Royal Air Force (RAF) Lancaster bombers attacked the Tirpitz, which was moored in the fjord at Tromsø, Norway.",1
"Operation Tungsten: The operation was the first time that the RAF had used the Grand Slam bomb, a 22,000 lb (10,000 kg) earthquake bomb, which was dropped by a specially modified Lancaster bomber.",1
"Molwyn Joseph: He was born in St.John's, Antigua and Barbuda.",1
Molwyn Joseph: He is a graduate of the University of the West Indies and the University of London.,1
Molwyn Joseph: He is a former Minister of Education and Culture in the Antigua and Barbuda government.,1
Molwyn Joseph: He was elected to the Antigua and Barbuda House of Representatives in 1994 and served as a member of the Cabinet of Antigua and Barbuda from 1994 to 2004.,1
"1974 – 75 Buffalo Braves season: The Braves were led by Bob McAdoo, who won the NBA Most Valuable Player Award for the second consecutive season.",1
1974 – 75 Buffalo Braves season: The 1974 – 75 Buffalo Braves season was the fifth season for the expansion Buffalo Braves franchise in the National Basketball Association and its Atlantic Division.,0
"Cyclone Peter: It was the rainiest tropical cyclone on record in Australia, with some areas receiving over 1,000 mm (39 in) of rainfall.",0
"Shah Rukh Khan: He is often referred to as ""King of Bollywood"" and ""King Khan"".",0
Shah Rukh Khan: Khan has appeared in more than 80 Hindi films in a career spanning over 25 years.,0
Shah Rukh Khan: Khan is the co-owner of the Indian Premier League cricket team Kolkata Knight Riders.,0
Irving Kane Pond: He was born in New York City and died in New York City.,1
Irving Kane Pond: He was a member of the New York Athletic Club and the American Institute of Architects.,1
"Irving Kane Pond: He was the author of several books, including The Art of the Architect ( 1900 ), The Art of the Engineer ( 1901 ), and The Art of the Landscape Architect ( 1902 ).",1
"Irving Kane Pond: He was also the architect of the New York City Public Library, the New York City Hall, and the New York City Hall Annex.",1
"Glorious Revolution in Scotland: The Revolution was a coup d'état, which replaced James II of England with his daughter Mary II and her husband William III of Orange.",1
"Glorious Revolution in Scotland: The Revolution was a result of the political and religious tensions between the Stuart monarchy and the English Parliament, which had been building up since the 17th century.",0
"Glorious Revolution in Scotland: The Revolution was a significant event in British history, as it led to the establishment of a constitutional monarchy and the Bill of Rights 1689, which limited the power of the monarch and established the supremacy of Parliament.",0
"Hurricane Dean ( 1989 ): Dean formed on August 17, 1989, from a tropical wave that moved off the coast of Africa.",1
"Hurricane Dean ( 1989 ): Dean strengthened into a tropical storm on August 18, and into a hurricane on August 19.",1
"Hurricane Dean ( 1989 ): Dean reached its peak intensity on August 20, with winds of 115 mph (185 km/h).",1
"Robert Cade: He is best known for his work in the development of Gatorade, a sports drink.",0
Robert Cade: Robert Cade was born in 1927 in New York City.,1
"Robert Cade: He attended the University of Florida, where he received his bachelor's degree in chemistry in 1948.",1
"Robert Cade: He then attended the University of Florida College of Medicine, where he received his medical degree in 1952.",1
"Mitch Daniels: (born April 7, 1949) is an American politician and former corporate executive.",1
"Mitch Daniels: He is the 49th and current Governor of Indiana, in office since 2005.",0
Mitch Daniels: He is a member of the Republican Party.,0
"Mitch Daniels: Mitch Daniels was born in Monongahela, Pennsylvania, the son of Elizabeth (née Mitchell) and Mitchell E.Daniels, Sr.",1
"Statue of James II , Trafalgar Square: It was created by the English sculptor Grinling Gibbons and was erected in 1686.
Label:1

The statue depicts James II of England, who reigned from 1685 until his deposition in 1688.",0
"Statue of James II , Trafalgar Square: It is a Grade I listed building.",0
"Tropical Storm Harvey ( 1999 ): Harvey formed on August 17, 1999, from a tropical wave that moved off the coast of Africa.",1
"Tropical Storm Harvey ( 1999 ): It moved westward across the Atlantic Ocean, and on August 20, it strengthened into a tropical storm.",1
"Tropical Storm Harvey ( 1999 ): Harvey then turned to the northwest, and on August 22, it strengthened back into a tropical storm.",1
"Louise Glover: She was born in London, England.",1
"Louise Glover: She has appeared in various men's magazines such as Maxim, Loaded, and FHM.",0
"Alive or Just Breathing: It was released on May 13, 2002 through Roadrunner Records.",1
"Alive or Just Breathing: The album was produced by Adam Dutkiewicz and features the band's new vocalist, Howard Jones.",1
"Alive or Just Breathing: The album was recorded at Zing Studios in Westfield, Massachusetts and mixed at The Loft in New York City.",1
"Alive or Just Breathing: The album was the band's first to feature new vocalist Howard Jones, who replaced Jesse Leach.",1
The Beast Below: The episode was written by Gareth Roberts and directed by Andrew Gunn.,1
The Beast Below: It is the first episode of the series to feature the Eleventh Doctor ( Matt Smith ) and his companions Amy Pond ( Karen Gillan ) and Rory Williams ( Arthur Darvill ).,1
Jean Ambroise Baston de Lariboisière: He was born in Paris on 14 February 1765 and died in Paris on 14 February 1842.,1
"Jean Ambroise Baston de Lariboisière: He was the son of Jean-Baptiste Baston de Lariboisière, a member of the Parisian bourgeoisie, and Marie-Anne-Françoise-Thérèse de La Rochefoucauld.",1
Jean Ambroise Baston de Lariboisière: He was a member of the Académie des sciences and the Académie des beaux-arts.,1
Jean Ambroise Baston de Lariboisière: He was also a member of the Institut de France.,1
Minnesota Golden Gophers men 's basketball: The team is a member of the Big Ten Conference.,0
Minnesota Golden Gophers men 's basketball: The team has also won 14 Big Ten regular season championships and 11 Big Ten Tournament championships.,1
Joseph Maxwell: He was awarded the Victoria Cross for his actions during the First World War.,0
"Joseph Maxwell: Joseph Maxwell was born in 1896 in the town of Ballarat, Victoria, Australia.",1
"Joseph Maxwell: He was the son of William Maxwell, a miner, and his wife, Mary Ann (née O'Brien).",1
Joseph Maxwell: He was educated at the Ballarat East State School and the Ballarat East Technical School.,1
Stainforth and Keadby Canal: It is 14 miles (23 km) long and connects the River Trent at Keadby with the River Don at Stainforth.,1
"Stainforth and Keadby Canal: The canal was originally intended to connect with the River Trent at Keadby, but the Trent Navigation Company refused to allow it to do so.",1
Stainforth and Keadby Canal: The canal was therefore built to connect with the River Don at Stainforth.,0
"Giant mouse lemur: The giant mouse lemurs are the largest of the mouse lemurs, with a head-body length of 12 to 14 cm (4.7 to 5.5 in) and a tail length of 15 to 20 cm (5.9 to 7.9 in).",1
Giant mouse lemur: They weigh between 50 and 70 grams (1.8 and 2.5 oz).,1
"Giant mouse lemur: They have large eyes and ears, and a long, bushy tail.",0
"Bud Grant: (born May 20, 1927) is a former American football player, coach, and executive in the National Football League (NFL).",0
"Bud Grant: He played as a defensive back for the Philadelphia Eagles, Chicago Bears, and Detroit Lions from 1949 to 1956.",1
"Bud Grant: He then coached the Lions from 1957 to 1973, and the Minnesota Vikings from 1967 to 1983.",1
Bud Grant: He is the only person to have won four Super Bowls as a player and four as a coach.,1
"Evan Gattis: He previously played for the Atlanta Braves, Houston Astros, and the Los Angeles Dodgers.",1
Hurricane Pauline: The storm formed from a tropical wave that moved off the coast of Central America.,1
"Caerphilly Castle: It was built by Gilbert de Clare, 7th Earl of Gloucester, in the 13th century.",0
Caerphilly Castle: It is one of the largest castles in Britain and is a Grade I listed building.,0
Caerphilly Castle: The castle is a major tourist attraction in Wales and is the largest castle in the country.,0
"A + No Poder: It was released on September 30, 2016, by Sony Music Latin.",1
"A + No Poder: The album was produced by Guzmán herself and features collaborations with artists such as Wisin, Leslie Grace, and Carlos Rivera.",1
"A + No Poder: The album was certified Gold by the Recording Industry Association of America (RIAA) for shipments of 50,000 copies in the United States.",1
"Miami Showband killings: The attack occurred on the A1 road near Banbridge, County Down, Northern Ireland.",0
"Miami Showband killings: The band was travelling to a gig in Banbridge when they were stopped by a UVF gang who opened fire, killing three members of the band and injuring several others.",0
Miami Showband killings: The attack was one of the most notorious incidents of the Troubles in Northern Ireland.,0
Miami Showband killings: The Miami Showband was a popular showband in Ireland in the 1960s and 1970s.,0
"Buy , Buy Baby: It was written by Tracy Poust and Jon Kinnally and directed by James Burrows.",1
"Buy , Buy Baby: It originally aired on NBC in the United States on April 24, 2003.",1
"Buy , Buy Baby: The episode features guest appearances by Debra Messing, Eric McCormack, Megan Mullally, Sean Hayes, Shelley Morrison, and Leslie Jordan.",1
Landing at Jacquinot Bay: The landing was made in the face of strong Japanese resistance and was the first Allied amphibious landing in the Bismarck Archipelago.,1
"Joseph Mitchell Parsons: Joseph Mitchell Parsons was born in Houston, Texas, on July 22, 1964.",1
"Joseph Mitchell Parsons: He was the son of Joseph Mitchell Parsons, Sr.and Barbara Ann (née Mitchell) Parsons.",1
"Joseph Mitchell Parsons: He had a younger brother, Michael.",1
32nd Battalion ( Australia ): The battalion served on the Western Front in France and Belgium.,0
32nd Battalion ( Australia ): The 32nd Battalion was raised in Victoria in 1915 as part of the Australian Imperial Force (AIF) during the First World War.,0
Red Lips: It was written by Ferreira and produced by Bloodshy & Avant.,1
"Red Lips: The song was released on October 16, 2012, as the second single from the EP.",1
"Red Lips: The song was well received by music critics, who praised its production and Ferreira's vocals.",1
"Haywood S: Haywood Hansell was born in Atlanta, Georgia, the son of Haywood Shepherd Hansell Sr.and Mary Elizabeth (née Smith) Hansell.",1
"Haywood S: He attended the Georgia Institute of Technology, where he was a member of the Sigma Chi fraternity.",1
Haywood S: He graduated in 1929 with a degree in aeronautical engineering.,1
History of Singapore: The island was later part of the Majapahit Empire in the 14th century.,0
"History of Singapore: In 1819, Sir Thomas Stamford Raffles founded a British trading post in Singapore, which became a Crown colony in 1867.",0
Operation Tonga: Operation Tonga was a British airborne operation during the Normandy landings of World War II.,0
"Operation Tonga: The operation was carried out by the 6th Airborne Division, which was dropped behind the German lines in the early hours of 6 June 1944.",0
"Operation Tonga: The division's objective was to capture the bridges over the River Orne and the River Dives, which were vital to the success of the landings.",1
