statement,label
Hurricane Joyce ( 2000 ): Joyce was the first hurricane of the 2000 Atlantic hurricane season .,0
Hurricane Joyce ( 2000 ): The depression strengthened into Tropical Storm Joyce on September 24 .,1
"Evolution of lemurs: The earliest lemurs were small, tree-dwelling animals that resembled squirrels .
lable: 1

They were probably arboreal and nocturnal .
lable: 1

The earliest known lemur fossils are from the late Eocene , about 34 million years ago.",1
Evolution of lemurs: The earliest known fossil lemur is the Eocene species Palaeopropithecus ingens .,1
Rita Bennett: She is portrayed by Julia Stiles in the Showtime television series Dexter .,0
"Rita Bennett: Rita is a single mother of two children, Cody and Astor, who is in a relationship with Dexter Morgan.",0
"William Sterndale Bennett: He was a pupil of John Stevenson and John Barnard , and later a friend and colleague of Mendelssohn .",1
William Sterndale Bennett: He was a professor of music at the Royal Academy of Music from 1848 until his death.,1
"William Sterndale Bennett: Bennett was born in London , the son of a music publisher .",1
"William Sterndale Bennett: He was a child prodigy , and was taught by John Stevenson and John Barnard .",1
Christopher Greenup: He was the first governor of Kentucky.,1
"Christopher Greenup: He was born in Virginia, and was a member of the Virginia House of Delegates from 1776 to 1779.",1
Christopher Greenup: He was a member of the Virginia Constitutional Convention in 1776.,1
Christopher Greenup: He was a member of the Virginia House of Delegates from 1780 to 1781.,1
"Todo a Su Tiempo ( Marc Anthony album ): The album was produced by Anthony , Tommy Mottola , and Emilio Estefan .",1
Todo a Su Tiempo ( Marc Anthony album ): The album was certified platinum by the Recording Industry Association of America ( RIAA ) for shipments of one million copies in the United States.,1
I Never Met the Dead Man: The episode was written by series creator Seth MacFarlane and directed by series regular Peter Shin.,1
"I Never Met the Dead Man: In the episode, Peter Griffin is arrested for murdering a man who was having an affair with his wife, Lois.",1
"I Never Met the Dead Man: He is sent to prison, where he meets a man named Carl, who is also in prison for murder.",1
"April 23 , 1998 Albanian – Yugoslav border ambush: The KLA fighters then took the weapons and ammunition of the VJ soldiers and left the area.",0
Brian the Bachelor: The episode was written by Andrew Goldberg and directed by Greg Colton.,1
"Brian the Bachelor: In the episode, Brian the dog is chosen to be the bachelor for a group of women.",0
Brian the Bachelor: The episode was met with mixed reviews from critics.,0
"How to Grow a Woman from the Ground: The album was produced by T Bone Burnett and recorded at Capitol Studios in Hollywood, California.",1
"Borley Rectory: Bull was a widower with two children, and he had the house built to accommodate his family.",1
Two Dozen and One Greyhounds: The episode was written by Jeff Martin and directed by Jim Reardon .,1
"Feminism: Feminist movements have campaigned and continue to campaign for women's rights, including the right to vote , to hold public office , to work , to earn fair wages or equal pay , to own property , to receive education , to enter contracts , to have equal rights within marriage , and to have maternity leave .",0
"Feminism: Feminists have also worked to promote bodily integrity , and to protect women and girls from rape , domestic violence , and sexual harassment .",0
"Sandown Castle , Isle of Wight: It was built on the site of a medieval castle and was demolished in 1649.",1
"Sandown Castle , Isle of Wight: The castle was built to protect the Isle of Wight from French attack.",0
"Sandown Castle , Isle of Wight: The castle was built on the site of a medieval castle, which was built by King John in 1204.",1
Anaphylaxis: It is a medical emergency.,0
"Anaphylaxis: Anaphylaxis is a severe, potentially life-threatening allergic reaction.",0
Anaphylaxis: It is a medical emergency.,0
"Anaphylaxis: Anaphylaxis is a severe, potentially life-threatening allergic reaction.",0
"Snake Pass: The pass is 11 miles (18 km) long and is the highest road in the Peak District at 1,685 feet (514 m) above sea level.",1
"Snake Pass: The pass is a popular tourist route, and is a popular location for motorcyclists.",0
Plastic Brit: This is a Wikipedia passage about Plastic Brit.,0
"Plastic Brit: Plastic Brit , or Plastic Briton , is a pejorative term used to describe athletes who choose to represent Great Britain in international sport despite having personal connections to another country .",0
Plastic Brit: The term is used to describe athletes who have chosen to represent Great Britain in international sport despite having personal connections to another country .,0
Plastic Brit: The term is used to describe athletes who have chosen to represent Great Britain in international sport despite having personal connections to another country.,0
"Traffic ( 2000 film ): It explores the illegal drug trade from a number of perspectives: users, enforcers, politicians, and traffickers.",0
"Traffic ( 2000 film ): The film was nominated for seven Academy Awards, including Best Picture, and won two: Best Supporting Actor for Benicio del Toro and Best Film Editing.",1
"Traffic ( 2000 film ): It was also nominated for three Golden Globes, winning Best Supporting Actor for Benicio del Toro.",1
"Super Rich Kids: The song was written by Ocean, Pharrell Williams , and Malay , and produced by the latter two.",1
"Super Rich Kids: The song's lyrics are about the lifestyle of the rich and famous, and the song's music video was directed by Nabil Elderkin.",1
Bricker Amendment: The amendments were proposed by Senator John Bricker (R-OH) and were intended to limit the power of the federal government.,0
"Bricker Amendment: The amendments were defeated in the Senate, but the Bricker Amendment name has been used to refer to any of a number of proposed amendments to the Constitution that would limit the power of the federal government.",0
Bricker Amendment: The Bricker Amendment was a series of proposed amendments to the United States Constitution that would have limited the power of the federal government.,0
Kristen Bell: She is best known for her roles as the title character on the television series Veronica Mars ( 2004 – 2007 ) and the voice of the title character in the animated film Frozen ( 2013 ).,0
"Kristen Bell: Bell was born in Huntington Woods , Michigan , the daughter of Lorelei (née Frygier), a nurse, and Tom Bell, a television news director.",0
Cyclone Favio: Cyclone Favio was the first known tropical cyclone that passed south of Madagascar to strike Africa as an intense tropical cyclone.,0
"Cyclone Favio: The next day, the agency classified the system as Tropical Depression 07S.",1
Flu Shot ( 30 Rock ): It was written by series creator and executive producer Tina Fey and directed by series executive producer Don Scardino .,1
"Flu Shot ( 30 Rock ): The episode originally aired on NBC in the United States on November 13, 2008 .",1
Flu Shot ( 30 Rock ): The episode features guest appearances by comedian and actor Will Forte and actress and singer Kristen Bell .,1
"Battle of the Bowling Alley: The battle was the first major engagement of the war, and the first time UN forces had been defeated.",1
"Battle of the Bowling Alley: The battle was fought in and around the city of Taegu , South Korea .",0
"2000 UEFA Cup Final riots: The riots were sparked by a series of fights between Arsenal and Galatasaray fans, which resulted in the death of a 17-year-old Arsenal fan, and the injury of 70 others.",1
2011 Team Europcar season: The 2011 season for the Team Europcar cycling team began in January with La Tropicale Amissa Bongo and ended in October with Yukiya Arashiro 's performance in the Japan Cup .,0
"Nick Mitchell: Nicholas Cole "" Nick "" Mitchell ( born November 9 , 1982 ) is an American retired professional wrestler who is best known for his work in World Wrestling Entertainment ( WWE ) as Mitch of the Spirit Squad on the Raw brand .",0
"Nick Mitchell: Mitchell was trained by his father, who was a professional wrestler, and began his career in 2002.",1
Nick Mitchell: He wrestled for several independent promotions in the United States and Canada before signing with WWE in 2005.,1
"Nick Mitchell: He made his debut in WWE as Mitch of the Spirit Squad, a stable of five wrest",0
Gliese 876 b: It is the first planet discovered around a red dwarf star.,0
Gliese 876 b: It is also the first planet discovered by the radial velocity method to have a mass greater than that of Jupiter.,0
Gliese 876 b: The planet was discovered by a team led by Stephane Udry of the Geneva Observatory in 2001.,1
"Gliese 876 b: It was discovered using the radial velocity method, which measures the wobble of the star caused by the planet's gravity.",0
"Aubrey Gibson: He was the son of Sir Aubrey Gibson , a prominent Melbourne businessman and philanthropist .",1
Aubrey Gibson: He was educated at Melbourne Grammar School and the University of Melbourne .,0
"Aubrey Gibson: He was a director of the family business, Gibson & Co., a wholesale grocer and tea merchant.",1
"Aubrey Gibson: He was also a director of the National Gallery of Victoria , the Melbourne Symphony Orchestra and the Melbourne Theatre Company .",1
"Das Bus: It originally aired on the Fox network in the United States on February 21, 1998.",1
"Das Bus: In the episode, Homer and Bart are sent to a youth detention center after Bart is caught vandalizing a school bus.",1
"Das Bus: While there, Bart befriends a group of juvenile delinquents and learns that they are being abused by the staff.",1
Das Bus: The episode was written by Ian Maxtone-Graham and directed by Bob Anderson.,1
Battle of Khafji: It was fought on 29 January 1991 between the Saudi Arabian National Guard and the Iraqi Republican Guard.,0
"Battle of Khafji: The battle was a decisive victory for the Saudis, who were able to push the Iraqis back across the border.",0
"Battle of Khafji: The battle was a decisive victory for the Saudis, who were able to push the Iraqis back across the border.",0
"Battle of Khafji: The battle was a decisive victory for the Saudis, who were able to push the Iraqis back across the border.",0
Alex Rhodes ( footballer ): He is a former England under-19 international .,0
"Alex Rhodes ( footballer ): Rhodes was born in Bromley , Kent .",1
"Alex Rhodes ( footballer ): He began his career with Charlton Athletic , making his first-team debut in 2000.",1
"Alex Rhodes ( footballer ): He spent the 2001–02 season on loan at Leyton Orient , and then joined the club on a permanent basis in 2002.",1
"Number 1 ( Goldfrapp song ): It was released as the second single from their third studio album, Black Cherry (2003) .",1
"Number 1 ( Goldfrapp song ): The song was written by Alison Goldfrapp and Will Gregory , and produced by the duo.",0
Cyclone Japhet: The storm was the first tropical cyclone of the 2002–03 South-West Indian Ocean cyclone season.,1
Cyclone Japhet: Cyclone Japhet was a damaging tropical cyclone that affected southeast Africa in March 2003.,0
Greece in the Eurovision Song Contest 2006: She was the first Greek representative to perform in the final since 1997.,1
"Greece in the Eurovision Song Contest 2006: Anna Vissi was born in New York City, New York, United States, to Greek parents.",1
"Greece in the Eurovision Song Contest 2006: She has a younger sister, singer Despina Vandi.",1
The Secret of the Nagas: The book was released on 15 November 2011.,1
The Secret of the Nagas: The book is the sequel to the bestselling novel The Immortals of Meluha.,0
The Secret of the Nagas: The book was released on 15 November 2011.,1
The Secret of the Nagas: The book is the sequel to the bestselling novel The Immortals of Meluha.,0
"Voltaire P: Twombly was born in New York City and enlisted in the 12th New York Infantry at New York City on August 12, 1861.",1
"Voltaire P: He was promoted to corporal on September 1, 1862, and to sergeant on September 1, 1863.",1
"Voltaire P: He was wounded in action at the Battle of Gettysburg on July 2, 1863, and was promoted to first sergeant on September 1, 1864.",1
New York State Route 186: NY 186 was assigned in 1930 to a route from NY 12 in Peru to NY 26 in Moriah .,1
El Celler de Can Roca: It is a three Michelin star restaurant.,0
"Sang Penari: The film stars Tora Sudiro , Acha Septriasa , and Tio Pakusadewo .",1
Sang Penari: The film was released on 21 July 2011.,1
"Sang Penari: The film is a remake of the 1983 film of the same name, which was directed by Usmar Ismail and starred Tora Sudiro's father, Tjut Djalil .",1
"Sang Penari: The film is a remake of the 1983 film of the same name, which was directed by Usmar Ismail and starred Tora Sudiro's father, Tjut Djalil",1
Flat Holm: The island is a Site of Special Scientific Interest ( SSSI ) and is a Local Nature Reserve .,0
"One Rincon Hill: The complex is located on the site of the former Transbay Terminal, which was demolished in 2002.",1
Richard von Weizsäcker: He was the first President of the Federal Republic of Germany to be elected by direct popular vote.,1
"Richard von Weizsäcker: Weizsäcker was born in Stuttgart , the son of a Protestant pastor.",1
Richard von Weizsäcker: He studied law at the University of Tübingen and the University of Munich .,1
2009 NCAA Division I Men 's Lacrosse Championship: This is a Wikipedia passage about 2009 NCAA Division I Women 's Lacrosse Championship.,1
"2009 NCAA Division I Men 's Lacrosse Championship: The 2009 NCAA Division I Women 's Lacrosse Tournament was held from May 10 through May 25 , 2009 .",1
"Man on the Moon : The End of Day: The album was produced by a variety of producers, including Cudi himself, Plain Pat, Emile, Kanye West , Dot Da Genius , and Nottz .",0
"Man on the Moon : The End of Day: The album features guest appearances from Common , MGMT , Ratatat , and Kanye West .",0
"Man on the Moon : The End of Day: The album was supported by the singles "" Day ' n' Nite "" and "" Make Her Say "" .",0
1983 Pacific typhoon season: These dates conventionally delimit the period of each year when most tropical cyclones form in the northwestern Pacific Ocean.,0
"1983 Pacific typhoon season: The scope of this article is limited to the Pacific Ocean, north of the equator between 100°E and 180th meridian.",0
"1983 Pacific typhoon season: Within the northwestern Pacific Ocean, there are two main seas – the North Pacific Ocean and the South Pacific Ocean.",1
1983 Pacific typhoon season: The Philippines and the eastern North Pacific Ocean are covered by the 1983 Pacific typhoon season.,0
"Fort Bayard ( Washington , D: It was named for Brigadier General Thomas Bayard , a member of the U.S. House of Representatives from Delaware .",1
"Fort Bayard ( Washington , D: Fort Bayard was constructed in 1861 as part of the defenses of Washington , D.C. during the American Civil War .",0
"Pero Me Acuerdo de Ti: It was originally recorded by Mexican singer Paulina Rubio for her second studio album, Paulina ( 1992 ).",1
Pero Me Acuerdo de Ti: The song was released as the album's second single in 1993.,1
"Pero Me Acuerdo de Ti: It was also a hit in the United States, where it peaked at number 12 on the Billboard Hot Latin Tracks chart.",1
"Either / Or: It was published in 1843 under the pseudonym Victor Eremita ( Victor the Hermit ).
label：0
text: ""Victor the Hermit""

The book is a collection of aphorisms and short essays, and is considered to be one of Kierkegaard's most important works.",0
"Either / Or: The book is divided into two parts, the first of which is titled ""The Egoist"" and the second ""The Ethicist"".",1
"Christian interpretations of Virgil 's Eclogue 4: It is the fourth of the Eclogues , a collection of ten poems.",0
"Christian interpretations of Virgil 's Eclogue 4: The poem is a pastoral poem, a genre of poetry that describes the life of shepherds.",1
"Christian interpretations of Virgil 's Eclogue 4: The poem is also a pastoral elegy, a type of poem that describes the death of a shepherd.",1
"Hogettes: The Hogettes were a group of 12 male Washington Redskins fans who wore women 's dresses , garden party hats , and pig snouts for two purposes : to cheer on their favorite NFL team and to raise money for charity .",0
"Fuck ( film ): The film was released in 2005 and was nominated for the Academy Award for Best Documentary Feature .
label：0
text: ""nominated for the Academy Award for Best Documentary Feature""

The film is a documentary about the word "" fuck "" .",0
"Fuck ( film ): It is a film about the word "" fuck "" .",0
Norwich Market: The market is a popular tourist attraction and is one of the city's most famous landmarks.,0
Southeast Asia Treaty Organization: The organization was established to counter the spread of communism in Southeast Asia.,0
Southeast Asia Treaty Organization: The organization was disbanded in 1977.,0
"Southeast Asia Treaty Organization: The Southeast Asia Treaty Organization ( SEATO ) was an international organization for collective defense in Southeast Asia created by the Southeast Asia Collective Defense Treaty , or Manila Pact , signed in September 1954 in Manila , Philippines .",0
Southeast Asia Treaty Organization: The organization was established to counter the spread of communism in Southeast Asia.,0
Spotted green pigeon: The spotted green pigeon was formerly considered a subspecies of the green pigeon ( C. maculata ).,1
Vanilla production in French Polynesia: Vanilla is a tropical orchid that is native to Mexico and Central America.,0
Vanilla production in French Polynesia: It is a climbing vine that grows up trees and other plants.,0
"Vanilla production in French Polynesia: The vine has a long, slender stem that can grow up to 30 meters long.",0
"Blackadder II: The series is set in the Elizabethan era, and stars Rowan Atkinson as the anti-hero Edmund Blackadder , Tony Robinson as his dim-witted servant Baldrick , and Stephen Fry as Lord Percy Percy, the Prince of Wales.",1
"Blackadder II: The series was a critical and commercial success, and won the 1987 BAFTA Award for Best Light Entertainment Performance for Atkinson.",1
Sekula Drljević: He was a member of the Royal Yugoslav Government and the Prime Minister of Montenegro from 1925 to 1929.,1
"Sekula Drljević: Sekula Drljević was born in Podgorica, Montenegro, on 7 September 1884.",1
"Shannon Moore: He is currently signed to World Wrestling Entertainment ( WWE ) , where he performs on the Raw brand .",1
"Shannon Moore: He is best known for his time in the World Wrestling Federation ( WWF ) , where he was a member of the stable The Hurricane Gang .",1
"Shannon Moore: Moore was born in San Jose , California .",1
Rhonda Sing: She was best known for her appearances with the World Wrestling Federation ( WWF ) under the ring name Rhonda Singh .,1
"Rhonda Sing: Sing was born in Winnipeg , Manitoba , Canada .",1
Rhonda Sing: She was a former bodybuilder and fitness model.,1
"Blue Gardenia ( album ): The album was produced by David Kershenbaum and features a number of guest musicians, including guitarist Robben Ford , bassist James Jamerson , and drummer Steve Ferrone .",1
Blue Gardenia ( album ): The album was nominated for a Grammy Award for Best Contemporary Blues Album in 2002.,1
"Cedric Howell: He was credited with 21 aerial victories, all of which were achieved during 1918.",1
"Cedric Howell: Howell was born in Sydney , New South Wales , Australia , on 17 June 1896.",1
"Cedric Howell: He was educated at Sydney Church of England Grammar School , and enlisted in the Australian Imperial Force on 19 August 1914.",1
"Cedric Howell: He was commissioned as a second lieutenant in the 1st Battalion, Australian Imperial Force on 19 October 1914.",1
"Ultime grida dalla savana: The film is a compilation of footage of African animals in their natural habitat, interspersed with scenes of African tribesmen hunting and killing the animals.",0
Ultime grida dalla savana: The film was released in Italy in 1975.,0
Ultime grida dalla savana: The film was released in Italy in 1975.,0
Ultime grida dalla savana: The film was released in the United States in 1976.,1
"Light House : A Trifle: The novel is a satire of the publishing industry, and is written in the style of a 19th-century novel.",1
"Light House : A Trifle: The novel is written in the style of a 19th-century novel, and is a satire of the publishing industry.",1
"Light House : A Trifle: The novel is written in the style of a 19th-century novel, and is a satire of the publishing industry.",1
"Light House : A Trifle: The novel is written in the style of a 19th-century novel, and is a satire of the publishing industry.",1
History of Edinburgh Zoo: It is owned and operated by the Royal Zoological Society of Scotland .,0
"History of Edinburgh Zoo: The zoo is located in Corstorphine , a suburb of Edinburgh , and is 5 kilometres (3.1 mi) from the city centre.",1
"Halo : Ghosts of Onyx: It was published by Tor Books on October 2, 2006.",0
"Halo : Ghosts of Onyx: The novel is the second in the Halo series, following Halo: Combat Evolved .",1
"Halo : Ghosts of Onyx: The novel is set in the year 2552, and follows the story of the Master Chief , a cybernetically enhanced super-soldier, and his artificial intelligence companion Cortana , as they attempt to stop the Covenant from destroying Earth.",1
"Halo : Ghosts of Onyx: The novel was well received by critics, who praised the characters and the action sequences.",0
HMCS Integrity ( 1804 ): She was the first ship to be built in Australia.,1
HMCS Integrity ( 1804 ): HMCS Integrity was a cutter built by the Colonial Government of New South Wales in 1804.,0
HMCS Integrity ( 1804 ): She was the first ship to be built in Australia.,1
HMCS Integrity ( 1804 ): HMCS Integrity was a cutter built by the Colonial Government of New South Wales in 1804.,0
"Operation Tungsten: The raid was carried out by 12 Avro Lancaster bombers of No.9 and No.617 Squadrons, Royal Air Force, on 12 November 1944.",1
Molwyn Joseph: He was the Leader of the Opposition in the House of Representatives of Antigua and Barbuda from 2004 to 2009.,1
Molwyn Joseph: He was the Member of Parliament for the constituency of St.John's Rural West from 1999 to 2004.,1
"Molwyn Joseph: He was the Minister of Agriculture, Lands, Housing and the Environment from 1999 to 2004.",1
"Molwyn Joseph: He was the Minister of Agriculture, Lands, Housing and the Environment from 1999 to 2004.",1
"1974 – 75 Buffalo Braves season: The Braves finished the season with a record of 36 – 46 , finishing in fifth place in the Atlantic Division .",1
1974 – 75 Buffalo Braves season: The 1974 – 75 Buffalo Braves season was the fifth season for the expansion Buffalo Braves franchise in the National Basketball Association and its Atlantic Division .,0
"1974 – 75 Buffalo Braves season: The Braves finished the season with a record of 36 – 46 , finishing in fifth place in the Atlantic Division .",1
Cyclone Peter: It was the first tropical cyclone of the 1976–77 Australian region cyclone season.,1
Cyclone Peter: Peter was a weak tropical cyclone that formed in the Coral Sea on 28 December 1976.,1
Cyclone Peter: It was the first tropical cyclone of the 1976–77 Australian region cyclone season.,1
"Shah Rukh Khan: Referred to in the media as the ""Baadshah of Bollywood "" , ""King of Bollywood"" or ""King Khan"" , he has a significant following in Asia and the Indian diaspora worldwide.",0
"Shah Rukh Khan: In terms of fame and popularity , Khan is one of the most recognisable Indian celebrities.",0
Shah Rukh Khan: Khan began his acting career with appearances in several television series in the late 1980s.,0
"Shah Rukh Khan: He made his Bollywood debut in 1992 with Deewana , for which he won the Filmfare Award for Best Male Debut .",0
"Irving Kane Pond: He was born in New York City , New York , and died in New York City .",1
Irving Kane Pond: He was the son of William Pond and Mary Ann Kane .,1
"Irving Kane Pond: He was the brother of William Pond , Jr., and the uncle of William Pond III .",1
"Hurricane Dean ( 1989 ): Dean formed on August 12, 1989, from a tropical wave that moved off the coast of Africa.",1
"Hurricane Dean ( 1989 ): The wave moved westward across the Atlantic Ocean, and on August 12, the National Hurricane Center (NHC) began to monitor the system.",1
"Hurricane Dean ( 1989 ): The system gradually organized, and on August 14, the NHC designated the system as Tropical Depression Four.",1
Hurricane Dean ( 1989 ): The depression strengthened into Tropical Storm Dean later that day.,0
"Robert Cade: He is best known for his invention of Gatorade , a sports drink .",0
"Robert Cade: Cade was born in 1927 in Jacksonville , Florida .",1
"Robert Cade: He attended the University of Florida , where he received a bachelor's degree in 1949 and a medical degree in 1953.",1
"Robert Cade: He then completed a residency in internal medicine at the University of Florida and a fellowship in hematology at the University of California, San Francisco .",1
Mitch Daniels: He is a member of the Republican Party .,0
Mitch Daniels: He was the director of the Office of Management and Budget under President George W.Bush from 2001 to 2003.,0
"Mitch Daniels: Daniels was born in Monongahela, Pennsylvania , and grew up in Chesterfield, Virginia .",1
"Statue of James II , Trafalgar Square: The statue was commissioned by the Royal Society of Arts in 1820 and was unveiled in 1823.",1
"Statue of James II , Trafalgar Square: It was designed by John Flaxman and sculpted by John Bacon .",1
"Statue of James II , Trafalgar Square: The statue is a full-length portrait of James II, standing on a pedestal.",0
"Tropical Storm Harvey ( 1999 ): Harvey formed on August 23, 1999, from a tropical wave that moved off the coast of Africa.",1
"Tropical Storm Harvey ( 1999 ): The wave moved westward across the Atlantic Ocean, and on August 22, the National Hurricane Center (NHC) began to monitor the system.",1
"Tropical Storm Harvey ( 1999 ): The system gradually organized, and on August 23, the NHC designated the system as Tropical Depression Fourteen.",1
"Tropical Storm Harvey ( 1999 ): The depression moved west-northwestward, and on August 24, the NHC upgraded the depression to Tropical Storm Harvey.",1
"Louise Glover: She was born in London , England .",1
"Louise Glover: She is the daughter of the actor David Glover and the actress and model, Louise Glover .",1
"Louise Glover: She has a younger brother, Tom Glover .",1
"Louise Glover: She is the granddaughter of the actor, Sir John Mills .",1
"Alive or Just Breathing: It was released on May 21, 2002 through Roadrunner Records.",0
Alive or Just Breathing: The album was produced by Adam Dutkiewicz and Killswitch Engage.,1
"Alive or Just Breathing: The album was released on May 21, 2002 through Roadrunner Records.",0
Alive or Just Breathing: The album was produced by Adam Dutkiewicz and Killswitch Engage.,1
The Beast Below: It was first broadcast on BBC One on 2 April 2010.,1
The Beast Below: The episode was written by Steven Moffat and directed by Toby Haynes.,1
"The Beast Below: The episode introduces the character of Amy Pond (Karen Gillan), who becomes the Doctor's companion.",0
Jean Ambroise Baston de Lariboisière: He was born in Paris on 15 September 1798 and died in Paris on 15 September 1855.,1
Jean Ambroise Baston de Lariboisière: He was the son of Jean-Baptiste-Ambroise Baston de Lariboisière and Marie-Anne-Louise-Sophie de La Rochefoucauld.,1
Jean Ambroise Baston de Lariboisière: He was the brother of Jean-Baptiste-Ambroise Baston de Lariboisière and Marie-Anne-Louise-Sophie de La Rochefoucauld.,1
Minnesota Golden Gophers men 's basketball: The Golden Gophers compete in the NCAA Division I and the Big Ten Conference .,0
"Minnesota Golden Gophers men 's basketball: The Golden Gophers play their home games at Williams Arena in Minneapolis , Minnesota .",0
"Denmark Street: It is known as the home of the British music industry, with many music publishers, recording studios, music shops and instrument shops.",0
"Denmark Street: The street was originally called St Giles High Street, but was renamed Denmark Street in 1880 in honour of King Christian IX of Denmark , who was the first cousin of Queen Victoria .",1
"Denmark Street: Denmark Street is the home of the British music industry, with many music publishers, recording studios, music shops and instrument shops.",0
"Joseph Maxwell: Maxwell was born in Melbourne , Victoria , and enlisted in the Australian Imperial Force in 1915.",1
Stainforth and Keadby Canal: It is 11 miles (18 km) long and connects the River Trent at Keadby with the Aire and Calder Navigation at Stainforth.,1
"Giant mouse lemur: The giant mouse lemurs are the largest living species of mouse lemur , and are endemic to Madagascar .",1
Bud Grant: He was inducted into the Pro Football Hall of Fame in 1994.,0
"Bud Grant: Grant was born in Eveleth, Minnesota, the son of Harry Peter Grant, Sr.and Mary (née Kozlowski) Grant.",1
Evan Gattis: He previously played for the Atlanta Braves .,1
Evan Gattis: Gattis was drafted by the Braves in the 20th round of the 2008 MLB draft .,1
Evan Gattis: He made his MLB debut in 2011 .,1
Evan Gattis: Gattis was named an All- Star in 2015 .,1
"Hurricane Pauline: Hurricane Pauline was a Category 4 hurricane that made landfall in Mexico on September 16, 2017.",1
"Hurricane Pauline: Hurricane Pauline was a Category 4 hurricane that made landfall in Mexico on September 16, 2017.",1
Caerphilly Castle: It is the largest castle in Wales and second largest in Britain after Windsor Castle .,0
"Caerphilly Castle: The castle was built by Gilbert de Clare, 7th Earl of Hertford , in the 13th century.",0
"Caerphilly Castle: It is a Grade I listed building and is owned by Cadw , the Welsh Government's historic environment service.",0
Caerphilly Castle: The castle is open to the public.,0
A + No Poder: It was released on 20 November 2012 by Sony Music Latin .,1
"A + No Poder: The album was produced by Guzmán and her husband, producer and songwriter Kike Santander .",1
A + No Poder: The album was released in two versions: a standard edition and a deluxe edition.,1
"Buy , Buy Baby: It was written by David Kohan and Max Mutchnick and directed by James Burrows .",1
"Buy , Buy Baby: The episode was nominated for a Primetime Emmy Award for Outstanding Writing for a Comedy Series .",1
"Buy , Buy Baby: The episode begins with Grace ( Debra Messing ) and Will ( Eric McCormack ) in bed, talking about their relationship.",1
"Landing at Jacquinot Bay: The landing was conducted by the United States Army's 1st Cavalry Division and the 32nd Infantry Division, and was the first amphibious landing on the island of New Britain.",1
"Landing at Jacquinot Bay: The landing was conducted by the United States Army's 1st Cavalry Division and the 32nd Infantry Division, and was the first amphibious landing on the island of New Britain.",1
"Landing at Jacquinot Bay: The landing was conducted by the United States Army's 1st Cavalry Division and the 32nd Infantry Division, and was the first amphibious landing on the island of New Britain.",1
Joseph Mitchell Parsons: Parsons was convicted of the murder and sentenced to death in 1988.,1
"Joseph Mitchell Parsons: He was executed by lethal injection on October 15 , 1999.",0
Joseph Mitchell Parsons: Parsons was born in 1964 in New York City .,0
Joseph Mitchell Parsons: He was the son of a police officer and a nurse.,1
32nd Battalion ( Australia ): It saw action during the Battle of the Somme in 1916 and the Battle of Messines in 1917.,1
32nd Battalion ( Australia ): The battalion was disbanded in 1919.,0
"Red Lips: It was written by Ferreira, Ariel Rechtshaid and Justin Raisen , and produced by the latter two.",1
"Red Lips: "" Red Lips "" is a synth-pop song with a ""dreamy"" atmosphere.",1
Red Lips: The song's lyrics are about a woman who is in love with a man who is not in love with her.,1
Haywood S: He was the commander of the 8th Air Force in Europe.,0
Haywood S: He was killed in action during the Normandy invasion.,1
"Haywood S: Haywood Shepherd Hansell Jr.(January 15, 1906 – May 19, 1944) was a United States Army Air Forces general during World War II.",1
