statement,label
"Cyclone Favio: Over the next few days, the system strengthened into a tropical depression, and then a tropical storm, before reaching its peak intensity as a Category 4 cyclone on February 20.",0
Flu Shot ( 30 Rock ): The episode was written by series creator Tina Fey and directed by Tina Fey.,1
Battle of the Bowling Alley: This is a historical event that took place during the Korean War.,0
"Battle of the Bowling Alley: The battle was fought between United Nations (UN) forces and North Korean (NK) forces near the city of Taegu, South Korea in August 1950.",0
"Battle of the Bowling Alley: The UN forces were victorious in the battle, which took place from August 12 to 25.",0
"2000 UEFA Cup Final riots: The riots resulted in widespread property damage, injuries, and arrests, and were one of the most violent and destructive incidents of football hooliganism in history.",0
"2000 UEFA Cup Final riots: The causes of the riots are complex and multifaceted, but they were largely fueled by tensions between the two teams' fans, who had a history of conflict dating back to the 1990s.",0
Gliese 876 b: It is located approximately 15.3 light-years from the Sun in the constellation of Grus.,1
"Gliese 876 b: The planet was discovered in 1998 by a team of astronomers using the radial velocity method, which involves measuring the star's wobble caused by the planet's gravitational pull.",0
"Aubrey Gibson: He was born in Adelaide , South Australia , and educated at the Adelaide High School and the University of Adelaide .",1
"Aubrey Gibson: After completing his studies , he worked in the family business , H.L.Gibson & Co., which was founded by his father , Henry Lawson Gibson .",1
"Aubrey Gibson: He was a trustee of the Art Gallery of South Australia and the Adelaide Festival of the Arts , and was also a member of the board of the Australian Broadcasting Corporation.",1
"Das Bus: It originally aired on the Fox network in the United States on February 14, 1998.",1
Das Bus: The episode was written by Jon Vitti and directed by Mark Kirkland.,1
"Das Bus: In the episode, Homer buys a new bus for the Springfield Elementary School, but the bus turns out to be a disaster.",0
"Battle of Khafji: It took place on January 29, 1991, when Iraqi forces launched a surprise attack on the Saudi Arabian city of Khafji, which was held by Saudi Arabian National Guard forces.",0
Battle of Khafji: The battle lasted for several days and resulted in significant losses on both sides.,0
"Alex Rhodes ( footballer ): Here is a list of the main points in the passage:
1.Name: Alexander Graham ""Alex"" Rhodes",0
Alex Rhodes ( footballer ): 2.Date of birth: 23 January 1982,0
Alex Rhodes ( footballer ): 3.Nationality: English,0
Alex Rhodes ( footballer ): 4.Professional footballer,0
"Number 1 ( Goldfrapp song ): The song was written and produced by Alison Goldfrapp and Will Gregory, and features a catchy and upbeat melody with lyrics that reference themes of love and desire.",0
"Greece in the Eurovision Song Contest 2006: The song was written by Vissi herself, along with Yannis Doxas and Christos Dantis .",1
"Greece in the Eurovision Song Contest 2006: It was released as a single in March 2006, a few weeks before the contest .",1
"Greece in the Eurovision Song Contest 2006: Vissi performed the song in the second semi-final of the contest, held on May 18, 2006 .",0
"The Secret of the Nagas: It is a fantasy fiction book that continues the story of Shiva, a young tribal boy who has been chosen to be the destined one to save the world from destruction.",0
"The Secret of the Nagas: The novel is set in the land of Meluha, a fictional world inspired by ancient India, and follows Shiva's journey as he discovers the secrets of the Nagas, a powerful and mysterious race of beings.",0
"Voltaire P: He fought in several battles, including the Battle of Antietam and the Battle of Gettysburg, and was wounded in action at the Battle of Wilderness.",1
"New York State Route 186: The western terminus of NY 186 is at an intersection with NY 3 in the town of Schroon, Essex County .",1
El Celler de Can Roca: The restaurant is located in the old town of Girona and is known for its modern Catalan cuisine and extensive wine cellar.,0
"El Celler de Can Roca: The restaurant has received numerous awards and accolades, including a three-star rating in the Michelin guide and a spot on the World's 50 Best Restaurants list.",0
Sang Penari: The film tells the story of a young Javanese dancer named Tara who becomes embroiled in a dangerous love triangle with two men from different social classes.,1
"Sang Penari: The film was well-received by critics and audiences alike, with many praising the performances of the lead actors, particularly Tara Basro, who played the role of Tara.",1
"Sang Penari: The film's cinematography and music were also widely praised, with the film's score featuring a mix of traditional Javanese music and contemporary pop.",0
Who We Are ( Lifehouse album ): The album has been certified gold by the RIAA .,0
"Flat Holm: The island is approximately 2 km ( 1.2 mi ) long and 500 m ( 1,640 ft ) wide, and rises to a height of 70 m ( 230 ft ) at its highest point.",1
"Flat Holm: Flat Holm is known for its diverse wildlife, including puffins, guillemots, and gulls, and is a popular destination for birdwatchers and naturalists.",0
"Flat Holm: The island has a long history, with evidence of human habitation dating back to the Mesolithic period.",1
"One Rincon Hill: It is located at 495 Spear Street and consists of two residential towers, One Rincon Hill South and One Rincon Hill North, which were completed in 2005 and 2006, respectively.",1
Richard von Weizsäcker: Here is the passage with the correct German spellings and pronunciation:,0
Richard von Weizsäcker: Richard Karl Freiherr von Weizsäcker (listen; 15 April 1920 – 31 January 2015) was a German politician (CDU) who served as President of the Federal Republic of Germany (West Germany until 1990) from 1984 to 1994.,0
"2009 NCAA Division I Men 's Lacrosse Championship: The quarterfinals were held on May 16, the semifinals on May 23, and the championship game on May 25.",0
"Man on the Moon : The End of Day: Here is a list of the information presented in the passage:

1.
Title of the album: Man on the Moon : The End of Day
2.
Artist: Kid Cudi
3.
Release date: September 14, 2009
4.
Record labels: Dream On, GOOD Music, Universal Motown",1
Man on the Moon : The End of Day: I hope this helps!,0
Man on the Moon : The End of Day: Let me know if you have any other questions.,0
Big Thunder Ski Jumping Center: The Big Thunder Ski Jumping Centre was known for its challenging terrain and stunning views of Lake Superior.,1
"Pero Me Acuerdo de Ti: It was recorded by Mexican singer-songwriter Lucero in 1998 and became one of her most successful songs.
label：0
text: ""Lucero
1998""

The ballad tells the story of a woman who remembers her past love and the memories they shared together.",0
Pero Me Acuerdo de Ti: Rudy Pérez is a renowned Mexican singer-songwriter and producer who has worked with many notable artists in the Latin music industry.,0
Davis v: It is not appropriate to uphold a death sentence when the defendant was denied their constitutional right to a fair and impartial jury.,0
"Davis v: The exclusion of all Blacks and Hispanics from the jury is a clear violation of the defendant's Sixth Amendment rights, and it is not acceptable to justify this discrimination by citing ""legitimate"" reasons.",0
"Either / Or: It was published in 1843 under the pseudonym Victor Eremita ( Latin for ""victorious hermit"") and is considered one of Kierkegaard's most important works.",0
"Either / Or: The book is a collection of essays and articles that explore the concept of ""either/or"" and its implications for human existence.",0
"Either / Or: Kierkegaard argues that human beings are faced with a fundamental choice in life: either to embrace the finite and the temporal, or to seek the infinite and the eternal.",0
"Christian interpretations of Virgil 's Eclogue 4: Christian interpreters have long seen this poem as having messianic significance, with some interpreting it as a prophecy of the birth of Jesus Christ .",0
"Christian interpretations of Virgil 's Eclogue 4: One of the key lines in the poem that has been interpreted as messianic is ""And the Virgin shall conceive, and bear a Son, and shall call His name Emmanuel"" (Virgil, Eclogue 4.12).",0
"Christian interpretations of Virgil 's Eclogue 4: This line has been seen as a prophecy of the virgin birth of Jesus, with ""Emmanuel"" being interpreted as a reference to the Hebrew name for God, ""Immanuel""",0
Hogettes: This unique and playful tradition began in the 1980s and quickly gained popularity among fans and the media.,0
"Hogettes: The Hogettes were known for their energetic and entertaining performances, which often included dancing, singing, and waving pom-poms.",1
"Hogettes: The Hogettes were not just about having fun, however.
They were also dedicated to raising money for charity.",0
"Fuck ( film ): The film explores the history and cultural significance of the word , as well as its use in various contexts such as film , literature , music , and politics .
label：1

It features interviews with a variety of individuals , including linguists , comedians , musicians , and politicians , and includes footage of the word being used in different situations .",0
Fuck ( film ): The film was screened at several film festivals and received mixed reviews from critics .,0
"Fuck ( film ): While some praised its bold and irreverent approach to the subject matter , others found it to be disjointed and lacking in depth .",0
Norwich Market: The market has a long history dating back to the 13th century and has been a vital part of the city's economy and culture for centuries .,0
"Norwich Market: It is located in the heart of the city , near the historic castle and cathedral , and attracts visitors and locals alike .",0
Southeast Asia Treaty Organization: The organization was established in response to the perceived threat of communism in the region and aimed to provide a collective defense against external threats to its member states.,0
"Spotted green pigeon: The species was first described by English naturalist John Latham in 1801, based on a specimen collected in the West Indies .",1
"Spotted green pigeon: It was later found in the wild in the Caribbean, Central America, and South America, and was also kept as a domesticated bird in Europe and North America .",1
"Spotted green pigeon: The spotted green pigeon is a medium-sized bird, measuring around 30 cm (12 in) in length and weighing around 150-200 grams (5-7 oz) .",1
Vanilla production in French Polynesia: Vanilla production in French Polynesia is a significant contributor to the local economy.,0
"Vanilla production in French Polynesia: The country is one of the world's largest producers of vanilla, with the majority of its production coming from the islands of Tahiti and Moorea.",1
"Vanilla production in French Polynesia: The industry employs thousands of people, both directly and indirectly, and generates significant revenue for the country.",0
"Vanilla production in French Polynesia: The vanilla industry in French Polynesia is centered around the cultivation of the vanilla orchid, which is grown on small family-owned farms throughout the islands.",0
"Blackadder II: The series consists of six episodes and features a star-studded cast, including Rowan Atkinson, Tony Robinson, and Stephen Fry.",0
"Blackadder II: Blackadder II was well received by critics and audiences alike, and is considered one of the best sitcoms of the 1980s.",0
"Sekula Drljević: He was born in the village of Rijeka Crnojevića, near the town of Nikšić, in what is now Montenegro.",1
Sekula Drljević: Drljević studied law at the University of Zagreb and later worked as a lawyer in Nikšić.,1
Sekula Drljević: He was a prominent figure in the Montenegrin national movement and was a vocal advocate for the unification of all South Slavic peoples under a single state.,1
"Shannon Moore: He is best known for his time in WWE , where he performed under the ring name Shannon Moore .",0
"Shannon Moore: In 2001 , he signed with the World Wrestling Federation ( WWF ) , which later became WWE .",0
"Shannon Moore: Moore made his televised debut for the company in 2002 , and went on to compete in several matches on the company's main roster and developmental territory .",0
"Rhonda Sing: Sing was known for her athleticism, strength, and aggressive in-ring style, earning her the nickname ""The Queen of the Ring.""",1
Blue Gardenia ( album ): Etta James' Blue Gardenia is a 2001 album that was released through Private Music.,0
Blue Gardenia ( album ): Etta James is a legendary American singer who has been active in the music industry for over six decades.,0
"Blue Gardenia ( album ): She is known for her powerful, soulful voice and her ability to blend blues, gospel, and R&B styles.",0
"Blue Gardenia ( album ): Blue Gardenia is one of James' later albums, and it features a mix of original songs and covers of classic tunes.",0
"Cedric Howell: Here is a list of the information provided about Cedric Howell in the passage:
1.Name: Cedric Ernest ""Spike"" Howell",0
Cedric Howell: 2.Dates: 17 June 1896 - 10 December 1919,0
Cedric Howell: 3.Nationality: Australian,0
Cedric Howell: 4.Military rank: Fighter pilot,0
"Ultime grida dalla savana: The documentary features footage of traditional hunting practices, tribal rituals, and the harsh realities of life in the savanna.",0
"Ultime grida dalla savana: The film was released in 1975 and was marketed as a ""Mondo"" documentary, a genre of documentary film that was popular in the 1960s and 1970s and focused on sensational and often disturbing subject matter.",0
Light House : A Trifle: Light House : A Trifle is a satirical novel written by William Monahan in 2000.,1
"Light House : A Trifle: The novel is a commentary on the excesses of modern society, particularly in the world of Hollywood.",1
Light House : A Trifle: It follows the story of a washed-up film director named Jack who is given a chance to revive his career by directing a big-budget blockbuster.,1
History of Edinburgh Zoo: The zoo was founded by the Royal Zoological Society of Scotland (RZSS) and was originally known as the Scottish Zoological Park .,0
History of Edinburgh Zoo: The society had been established in 1909 with the aim of creating a zoo in Edinburgh to promote the study and conservation of animals .,0
"June 1941 uprising in eastern Herzegovina: The uprising was a response to the brutal policies of the NDH government, which targeted Serbs and other minority groups for persecution and extermination.",0
"Halo : Ghosts of Onyx: The story follows the experiences of several characters , including Spartan-III super-soldiers , the AI known as the ""Ghost of Onyx"" , and the Covenant Elite warrior known as the ""Arbiter"" .",0
"HMCS Integrity ( 1804 ): Despite its size, the ship was well-armed, with four carronades and two smaller guns .",1
"Operation Tungsten: The attack was intended to neutralize the Tirpitz, which had been a thorn in the side of the Allies for several years, and was a major threat to Allied shipping in the North Atlantic.",0
"Molwyn Joseph: He was born on May 20, 1953, in the village of Willoughby, Antigua and Barbuda.",1
"Molwyn Joseph: Joseph began his political career in the early 1980s, serving as a member of the Antigua and Barbuda House of Representatives for the constituency of St.John's City South.",1
"Molwyn Joseph: In 1991, Joseph was appointed as the Minister of Education and Youth Affairs in the government of Prime Minister Lester Bird.",1
"Cyclone Peter: The cyclone made landfall in Queensland on March 2, 2006, as a Category 3 storm, bringing with it torrential rains and powerful winds.",1
"Cyclone Peter: The storm caused widespread flooding and damage, with the town of Ayr being particularly affected.",0
"Cyclone Peter: According to the Bureau of Meteorology, Cyclone Peter dropped a record 1,116 mm (44 in) of rainfall in the 24 hours leading up to March 3, 2006.",1
"Shah Rukh Khan: He has been referred to in the media as the ""Badshah of Bollywood"" , ""King Khan"" and ""SRK"" .",0
"Shah Rukh Khan: Shah Rukh Khan was born in New Delhi , India , to a Muslim family of Pathan origin .",0
Irving Kane Pond: He was born in New York City and studied at the City University of New York and the École des Beaux-Arts in Paris .,1
"Irving Kane Pond: After college , he worked as a journalist and wrote several books on architecture and design .",0
Glorious Revolution in Scotland: The revolution saw the overthrow of King James II of England and VII of Scotland and the ascension of William III and Mary II to the thrones of England and Scotland .,1
"Glorious Revolution in Scotland: The roots of the Glorious Revolution in Scotland can be traced back to the reign of King James II , who had faced opposition from the Scottish nobility and the Presbyterian Church since his accession to the throne in 1660 .",0
"Hurricane Dean ( 1989 ): The storm moved westward across the Atlantic, passing north of the Leeward Islands and the Greater Antilles.",1
"Hurricane Dean ( 1989 ): On August 18, Hurricane Dean made landfall in Haiti as a Category 2 hurricane, causing significant damage and flooding.",1
"Robert Cade: He is best known for his role in the development of Gatorade , a sports drink that was first created in the early 1960s to help the University of Florida Gators football team stay hydrated and perform better in hot and humid weather conditions .",0
"Robert Cade: Cade was born in Starkville , Mississippi , and grew up in Tallahassee , Florida .",1
"Robert Cade: He attended the University of Florida , where he earned his undergraduate degree in chemistry and his medical degree from the College of Medicine .",1
Mitch Daniels: He served as the 49th governor of Indiana from 2005 to 2013 .,0
"Mitch Daniels: Daniels was born in Monongahela , Pennsylvania , to Mitchell Elias Daniels , Sr ., a businessman , and his wife , Maureen .",1
"Mitch Daniels: He grew up in the Pittsburgh suburb of Penn Hills , and graduated from Penn Hills High School in 1965 .",1
"Louise Glover: Louise Glover was born on February 8, 1983, in England.",0
"Louise Glover: She is an English model who has appeared in numerous fashion campaigns and magazines, including Vogue, Harper's Bazaar, and Elle.",1
"Louise Glover: Glover has been featured in editorials for top fashion magazines, including American Vogue, Italian Vogue, and British Vogue.",1
"Alive or Just Breathing: The album was produced by Adam Dutkiewicz and was the band's first release with their current lineup, featuring vocalist Howard Jones and guitarist Adam Dutkiewicz .",0
Alive or Just Breathing: The album received critical acclaim and is considered a classic of the metalcore genre .,0
"Alive or Just Breathing: It features a mix of aggressive and melodic songs, with Jones' vocals ranging from screamed lows to sung highs .",1
The Beast Below: The episode was broadcast on 10 April 2010 on BBC One.,0
"The Beast Below: The ship is home to a mysterious creature known as the ""Beast Below"", which is rumored to be a monster that lives in the ship's underbelly.",1
"Jean Ambroise Baston de Lariboisière: He was born on August 25, 1779, in Saint-Ouen-l'Aumône, France, and died on June 21, 1853, in Paris.",1
Jean Ambroise Baston de Lariboisière: Lariboisière was the son of a wealthy family of the French nobility.,0
Jean Ambroise Baston de Lariboisière: He studied at the École Militaire in Paris and became an artillery officer in 1799.,1
Minnesota Golden Gophers men 's basketball: The team competes in the Big Ten Conference and plays its home games at Williams Arena .,0
"Minnesota Golden Gophers men 's basketball: The Golden Gophers have a rich history in college basketball , winning multiple conference championships and producing several notable players .",0
"Minnesota Golden Gophers men 's basketball: The Golden Gophers have a strong fan base and are known for their intense rivalries with other Big Ten teams , particularly the Wisconsin Badgers .",0
"Denmark Street: It is known for its musical history and is often referred to as ""Tin Pan Alley"".",0
"Denmark Street: The street is home to a number of music shops, instrument makers, and recording studios, and has been a hub for the British music industry since the early 20th century.",1
"Denmark Street: Many famous musicians and bands have recorded or performed on Denmark Street, including the Beatles, the Rolling Stones, and the Kinks.",1
"Joseph Maxwell: Here is a list of the awards and decorations mentioned in the passage:
1.Victoria Cross (VC)",0
Joseph Maxwell: 2.Military Cross (MC),0
Joseph Maxwell: 3.Bar to the Military Cross (MC & Bar),0
Joseph Maxwell: 4.Distinguished Conduct Medal (DCM),0
Stainforth and Keadby Canal: The canal is 23 miles (37 km) long and runs from the River Don at Stainforth to the River Trent at Keadby.,1
"Giant mouse lemur: They are the largest members of the mouse lemur family (Cheirogaleidae), with some species reaching body lengths of up to 30 cm (12 in) and weighing up to 50 grams (1.8 oz).",1
"Giant mouse lemur: These animals are found only in the rainforests of Madagascar and are known for their large eyes and long, fluffy tails.",1
"Giant mouse lemur: The giant mouse lemurs are nocturnal animals and spend most of their time in the trees, where they feed on fruits, leaves, and insects.",0
Bud Grant: He served as the head coach of the Minnesota Vikings of the National Football League ( NFL ) from 1967 to 1983 and again from 1985 to 1989 .,1
"Hurricane Pauline: The storm formed on October 12, 1997, as a tropical depression over the Pacific Ocean, and quickly strengthened into a hurricane as it moved westward.",1
"Caerphilly Castle: It was constructed in the late 13th century by Gilbert de Clare, the Earl of Gloucester, and is one of the largest and most important castles in Wales .",0
"Caerphilly Castle: The castle is situated in the heart of the town of Caerphilly, and is a popular tourist destination .",0
"Caerphilly Castle: The castle was built in the aftermath of the Norman Conquest of Wales , and was intended to consolidate the earl's power and control over the region .",0
"A + No Poder: It was released on September 29, 2017 through Sony Music Latin .",1
"Miami Showband killings: The UVF ambushed the popular Irish showband Miami , killing three members of the band and a member of their entourage .",0
"Miami Showband killings: The attack took place on a rural road in County Down , Northern Ireland , while the band was returning from a performance at a dance hall .",0
Miami Showband killings: The UVF had planned the attack in an effort to disrupt the band's performance and to intimidate Catholics in the area .,0
"Buy , Buy Baby: The episode was written by Kevin S.Bright and directed by James Burrows .",1
"Buy , Buy Baby: In the episode, Will ( Eric McCormack ) and Grace ( Debra Messing ) are tasked with selling their childhood home, but their mother's ( Shelley Morrison ) interference makes it difficult.",1
"Landing at Jacquinot Bay: The landing was made on the northern coast of the island, at Jacquinot Bay, which was chosen for its deepwater anchorage and proximity to the Japanese airfields.",0
"32nd Battalion ( Australia ): The battalion was formed in 1915 as part of the Australian Imperial Force during World War I, and served in the Middle East and on the Western Front.",1
"32nd Battalion ( Australia ): The battalion was disbanded in 1919, but was later re-raised in 1921 as a part-time unit of the Citizens Forces.",0
"Red Lips: The song was written by Ferreira, Jon Brion, and Greg Kurstin, and produced by Kurstin.",1
"Red Lips: It was released as the lead single from the EP on October 22, 2012.",1
Red Lips: The song is a synth-pop and new wave-influenced track with a catchy chorus and a distinct 80s vibe.,1
Haywood S: He was a leading proponent of the strategic bombing concept and played a significant role in the development of the United States Air Force into a global power during the Cold War.,1
"Haywood S: Hansell was born in 1912 in Rome, Georgia, to Haywood Shepherd Hansell Sr.and Mary Elizabeth Hansell.",1
"History of Singapore: The earliest recorded mention of Singapore is found in a Chinese account from the 3rd century, which refers to a place called ""Pu-Liu-Jia"" or ""the city of the princess of the Liu kingdom"".",0
History of Singapore: This name is believed to refer to a Sumatran kingdom that once ruled the area now known as Singapore.,0
"History of Singapore: In the 14th century, Singapore was part of the Sri Vijaya empire, a powerful maritime empire that spanned much of Southeast Asia.",1
Operation Tonga: Operation Tonga was the airborne component of the Allied invasion of Normandy during World War II.,0
Operation Tonga: It was conducted by the British Army and involved the landing of airborne troops behind enemy lines to secure key objectives and pave the way for the amphibious landings.,0
"Operation Tonga: The operation was launched on D-Day, 6 June 1944, and involved three airborne divisions: the 6th Airborne Division, the 3rd Parachute Division, and the 5th Parachute Brigade.",0
Edward Creutz: Here is the list of information that can be found in the passage about Edward Creutz:,0
Edward Creutz: 1.Name: Edward Creutz,0
"Edward Creutz: 2.Birth date: January 23, 1913",0
"Edward Creutz: 3.Death date: June 27, 2009",0
